TID,TH
TID_BANKHEIST_7,ทางเดินตะบองเพชร
TID_BATTLE_ROYALE_9,ลมอัสดง
TID_BATTLE_ROYALE_10,เนินสันทราย
TID_NO_FRIENDS_GO_TO_FRIENDS,ไปยังเพื่อน
TID_EVENT_MODIFIER_1,เครื่องดื่มชูกำลัง
TID_EVENT_MODIFIER_2,หุ่นยนต์เกรี้ยวกราด
TID_EVENT_MODIFIER_3,ฝนดาวตก
TID_EVENT_MODIFIER_4,เลือดไหลไม่หยุด
TID_EVENT_MODIFIER_DESC_1,เก็บเครื่องดื่มชูกำลังที่ปรากฏแบบสุ่มเพื่อเพิ่มความเสียหายในการโจมตีและความเร็วในการเคลื่อนที่ให้กับบรอว์เลอร์ของคุณเป็นระยะเวลาสั้นๆ!
TID_EVENT_MODIFIER_DESC_2,หุ่นยนต์ที่เกรี้ยวกราดจะสุ่มเกิดขึ้นมาและโจมตีบรอว์เลอร์ที่อยู่ใกล้ที่สุด ระวังไว้ให้ดี!
TID_EVENT_MODIFIER_DESC_3,นี่ไม่ใช่ฝนดาวตกที่คุณเฝ้ารอแน่นอน จงระวังอุกกาบาตลูกยักษ์ที่จะตกใส่หัวของคุณ!
TID_BALL_4,ทุ่งลับลวง
TID_EVENT_MODIFIER_DESC_4,คุณจะเสียพลังชีวิตอย่างต่อเนื่อง แต่บรอว์เลอร์ของคุณจะได้พลังชีวิตกลับคืนมาบางส่วนเมื่อสร้างความเสียหายให้กับศัตรูได้ พลังชีวิตของคุณจะฟื้นฟูจนเต็มเมื่อกำจัดบรอว์เลอร์ได้! ความสามารถด้านการฟื้นฟูทั้งหมดจะลดลง
TID_BALL_5,ป้อม BB
TID_BALL_6,ซูเปอร์สเตเดียม
TID_BALL_7,แอ่งน้ำกระเซ็น
TID_BANKHEIST_8,อุโมงค์กระดูก
TID_EVENT_MODIFIER_DESC_3_SD,การอยู่ใกล้กับเพื่อนของคุณอาจเป็นอันตรายได้เมื่อมีอุกกาบาตยักษ์ตกจากฟากฟ้า!
TID_DEFEATED_SHOWDOWN,พ่ายแพ้
TID_OFFER_WATCH_AD,รับชม
TID_ERROR_REPLAY_DISABLED,รีเพลย์ใช้งานไม่ได้
TID_WANTED_9,คลองอลังการ
TID_HOOK,จีนี่
TID_STAR_KEY_INFO_EXTENSION,\n\nโทเค็นดวงดาวใช้สำหรับเปิดกล่องใหญ่
TID_TEAM_OWNER_TEXT,ทีมของ <NAME>
TID_SPECTATE_AUTO,อัตโนมัติ
TID_BATTLE_ROYALE_11,เห่ากังวาล
TID_FRIEND_POPOVER_INVITE,เชิญมายังทีม
TID_TEAM_ERROR_ALREADY_IN_ROOM,ผู้เล่นอยู่ในทีมของคุณอยู่แล้ว!
TID_TEAM_ERROR_ALREADY_INVITED,เชิญผู้เล่นไปแล้ว!
TID_BATTLE_ROYALE_D2,ทุ่งโกลาหล
TID_UNDERTAKER_GREASER_SKIN,มอร์ติสขาร็อค
TID_COMMUNITY_PROPS,แผนที่จากชุมชน!\n\nแนวคิดจาก:\n<cff8000><CREDIT></c>
TID_BATTLE_ROYALE_12,เขาวงกตร้อนรุ่ม
TID_TEAM_INVITE_ALREADY_IN_TEAM,ผู้เล่นอยู่ในทีมอยู่แล้ว!
TID_HINT_38,วงกลมสีฟ้าที่หมุนอยู่ใต้บรอว์เลอร์หมายความว่าท่าไม้ตายพร้อมใช้แล้ว!
TID_HINT_39,วงกลมสีเหลืองที่หมุนอยู่ใต้บรอว์เลอร์หมายความว่ากำลังเล็งเป้าท่าไม้ตายอยู่!
TID_EVENT_NOT_AVAILABLE,ไม่มีอีเวนท์
TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE,ไม่มีวีดีโอ โปรดกลับมาดูภายหลัง!
TID_SHOP_NOT_AVAILABLE,ใช้งานไม่ได้
TID_UNDERTAKER_GREASER_SKIN_SHOP,มอร์ติส\nขาร็อค
TID_HINT_40,เชื่อมต่อกับ Supercell ID จากหน้าจอการตั้งค่าเพื่อรักษาบัญชีของคุณให้ปลอดภัยและเล่นได้ในหลายอุปกรณ์ คุณยังได้สกินฟรีเมื่อเชื่อมต่ออีกด้วย!
TID_GACHA_VIDEO_REWARD_RECEIVED,เพิ่มรางวัลพิเศษแล้ว!
TID_BUTTON_NAVI_SHOP,ร้านค้า
TID_BUTTON_NAVI_SOCIAL,โซเชียล
TID_BUTTON_NAVI_BRAWLERS,บรอว์เลอร์
TID_BRAWL_TICKETS_BUTTON,เล่น
TID_HOME_SCREEN_INVITE,เชิญ
TID_HINT_41,จำนวนถ้วยรางวัลทั้งหมดของคุณคือผลรวมจากถ้วยรางวัลของบรอว์เลอร์แต่ละตัว
TID_GOAL,<name> ทำคะแนน!
TID_EVENT_MODIFIER_5,เห็ดพยาบาล
TID_EVENT_MODIFIER_DESC_5,เห็ดพยาบาลจะสุ่มปรากฏ! เห็ดพวกนี้จะฟื้นฟูทุกอย่างที่อยู่ในระยะเป็นช่วงเวลาหนึ่ง
TID_EVENT_MODIFIER_DESC_5_SD,เห็ดพยาบาลจะสุ่มปรากฏ! การอยู่รวมเป็นกลุ่มกับเพื่อนจะทำให้เห็ดไม่เกิด
TID_NINJA,ลีออน
TID_ANIMAL,สัตว์
TID_HINT_42,เมื่อไม่ได้โจมตีหรือรับความเสียหายในช่วงระยะเวลาหนึ่ง บรอว์เลอร์ของคุณจะได้รับการฟื้นฟู
TID_HOOK_SHORT_DESC,สายสนับสนุน
TID_HOOK_DESC,จีนี่ใช้ตะเกียงวิเศษยิงกระจายหลายทิศทาง ท่าไม้ตายของเขาคือมือวิเศษที่สามารถจับและดึงศัตรูเข้ามาใกล้ตัวได้
TID_SPEC_ABI_HOOK,หมอกมนตรา
TID_SPEC_ABI_HOOK_DESC,จีนี่รักษาบรอว์เลอร์พันธมิตรรอบตัว พวกเขาจะได้พลังชีวิต <c00cc00><VALUE1></c> หน่วยต่อวินาที
TID_HOOK_WEAPON,ระเบิดควันโขมง
TID_HOOK_ULTI,มือวิเศษ
TID_HOOK_WEAPON_DESC,จีนี่ยิงลูกบอลควันวิเศษจากตะเกียงของเขา หากยิงไม่ชนเป้าหมาย ลูกบอลจะแยกตัวและสร้างความเสียหายในลักษณะรูปโคน
TID_HOOK_ULTI_DESC,จีนี่ปล่อยมือวิเศษออกจากตะเกียงของเขา หากจับศัตรูได้ มือวิเศษจะดึงศัตรูกลับมายังตำแหน่งที่จีนี่ยืนอยู่
TID_CLUSTER_BOMB_DUDE_SHORT_DESC,หนุ่มสุดเท่!
TID_CLUSTER_BOMB_DUDE_DESC,หนุ่มสุดเท่ที่ลอยเหนือด้วยโฮเวอร์บอร์ดของเขา!
TID_SPEC_ABI_HOVERBOARD,ซูเปอร์ชาร์จโฮเวอร์บอร์ด
TID_SPEC_ABI_HOVERBOARD_DESC,เมื่อโฮเวอร์บอร์ดที่บรรจุกระสุนเต็มชาร์จพลังจนเต็มที่ ช่วยให้บรอว์เลอร์เคลื่อนที่ได้เร็วขึ้น
TID_CLUSTER_BOMB_DUDE_WEAPON,ปืนเรือดำน้ำ
TID_CLUSTER_BOMB_DUDE_ULTI,ระเบิดปูพรม
TID_CLUSTER_BOMB_DUDE_WEAPON_DESC,ยิงให้เร็ว!
TID_CLUSTER_BOMB_DUDE_ULTI_DESC,ตูม!
TID_NINJA_SHORT_DESC,นักฆ่าอำพราง
TID_NINJA_DESC,ลีออนจะปาดาวกระจายไปที่เป้าหมายอย่างรวดเร็ว ท่าไม้ตายของเขาคือระเบิดควันที่จะทำให้เขาหายตัวได้ครู่หนึ่ง!
TID_SPEC_ABI_SPEED_INVISIBLE,ร่องรอยควันจาง
TID_SPEC_ABI_SPEED_INVISIBLE_DESC,เมื่อลีออนใช้ท่าไม้ตาย เขาจะได้รับความเร็วในการเคลื่อนที่เท่ากับระยะเวลาที่หายตัว
TID_NINJA_WEAPON,ดาวกระจาย
TID_NINJA_ULTI,ระเบิดควัน
TID_NINJA_WEAPON_DESC,ลีออนสะบัดข้อมือและปาดาวกระจายออกไปสี่ชิ้น โดยแต่ละชิ้นจะสร้างความเสียหายได้น้อยลงตามระยะทาง
TID_NINJA_ULTI_DESC,ลีออนล่องหนเป็นเวลา 8 วินาที เขาจะเผยตัวเมื่อเขาโจมตี ศัตรูที่อยู่ใกล้ลีออนจะมองเห็นเขาได้
TID_ANIMAL_SHORT_DESC,พาลาดิน
TID_ANIMAL_DESC,สามารถปกป้องทีมและรับความเสียหายได้มาก
TID_SPEC_ABI_HEAL_FOREST,ปรมาจารย์พุ่มไม้
TID_SPEC_ABI_HEAL_FOREST_DESC,ฟื้นฟูพลังชีวิต <c00cc00><VALUE1></c> หน่วยต่อวินาทีเมื่ออยู่ในพุ่มไม้
TID_ANIMAL_WEAPON,กรงเล็บ
TID_ANIMAL_ULTI,หนังเหนียว
TID_ANIMAL_WEAPON_DESC,โจมตีด้วยกรงเล็บหลายครั้ง
TID_ANIMAL_ULTI_DESC,ผิวหนังมีความทนทานเพิ่มขึ้นเป็นเวลา 5 วินาที ลดความเสียหายที่ได้รับลง 50% ในระยะเวลาหนึ่ง
TID_STAT_DAMAGE_PER_CLUSTER,ความเสียหายต่อกระจุก
TID_STAT_DAMAGE_PER_SHURIKEN,ความเสียหายต่อใบมีดในระยะใกล้
TID_STAT_INVISIBLE,ระเบิดควัน
TID_STAT_SHIELD,โล่ป้องกัน
TID_SELECT_HERO_INFO_RAID_BOSS,<c2288ff>ผู้เล่น vs บอส</c>
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS,ผู้เล่น 3 คน vs หุ่นยนต์บอส
TID_GAME_MODE_10,ศึกปะทะบอส
TID_RAID_BOSS_INTRO_TEXT,เอาชนะบอส
TID_RAID_1,อารีน่าหุ่นยนต์บอส
TID_GAME_MODE_10_DESC,คุณจะปราบหุ่นยนต์บอสอันน่าเกรงขามได้หรือไม่? ผนึกกำลังกับเพื่อนร่วมทีมอีก 2 คนแล้วโค่นเจ้าสัตว์ประหลาดตัวนี้ คุณสามารถกลับมาสู้ได้ตลอดตราบเท่าที่เพื่อนร่วมทีมอย่างน้อย 1 คนยังมีชีวิตอยู่ ถ้าทุกคนตายก็เท่ากับเกมโอเวอร์!\n\nศึกปะทะบอสจะเพิ่มความท้าทายขึ้นจากธรรมดาไปจนถึงบ้าคลั่ง ทุกครั้งที่คุณเอาชนะบอสได้
