TID,JP
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,すでにこのチームに入っているため参加できません
TID_TEAM_AD_JOIN_FAIL_FULL,チームが満員のため参加できません。
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,チケットが足りないため、ゲームを開始できません。
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,このイベントはチームではプレイできません
TID_GAME_MODE_UNLOCKED,アンロック済
TID_ERROR_SPECTATE_DISABLED,観戦機能は、技術的な諸事情により一時的にご利用いただけません
TID_SPECTATE_FOLLOW,タップしてフォロー：
TID_SPECTATE_FOLLOWING,フォロー中：
TID_FIRST_WIN_INFO_TICKETED_EVENT,初回バトルから<cff8E1b>スタートークン</c>を獲得しましょう。
TID_FIRST_WIN_INFO_TEAM_SURVIVAL,他のプレイヤーと戦い、初めてトップ2に入ると<cff8E1b>スタートークン</c>を獲得できます。
TID_FIRST_WIN_INFO_SURVIVAL_COMBINED,他のプレイヤーと戦い、ソロでトップ4またはデュオでトップ2に入ると<cff8E1b>スタートークン</c>を獲得できます。
TID_CONNECTING_WAIT_FOR_SPECTATE,観戦準備中...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,広告を観ると\nいずれかの報酬が2倍に！\n今日はあと<VIEWCOUNTREM>回観られます。
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,広告を観ると\nいずれかの報酬が2倍に！\n今日はあと<VIEWCOUNTREM>回観られます。
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,さらに報酬をゲット！\n今日はあと<VIEWCOUNTREM>回観られます。
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,さらに報酬をゲット！\n今日はあと<VIEWCOUNTREM>回観られます。
TID_CANNON_DAMAGE,大砲のダメージ
TID_CANNON_HEALTH,大砲のHP
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,このプレイヤーは保留中のフレンド申請が多すぎます。また後ほどお試しください。
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,フレンド申請の送信数が上限に達しました。1つ削除して、再度お試しください。
TID_ADD_FRIEND_ERROR_GENERIC,フレンド申請を送信できません。また後ほどお試しください。
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,フレンドに追加しようとしたプレイヤーは存在しません。
TID_ADD_FRIEND_ERROR_OWN_AVATAR,自分をフレンドとして招待することはできません！
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,あなたのフレンドのフレンド数が多すぎます。また後ほどお試しください。
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,フレンドが多すぎます。新しいフレンドを追加するには、今いるフレンドを1人削除してください。
TID_HINT_26,ペニーのスプラッシュ攻撃は\n敵が一直線上に並んでいる時に有効です。
TID_HINT_27,開始前にチームメイトが集まったら\nバトルに向けてキャラの組合せを選んだり\n作戦を立てることができます。
TID_HINT_28,フレンドゲームでは、イベントの練習をしたり\n仲間と大会を開催したりできます！
TID_HINT_29,新しい仲間と良いバトルができたら「もう一度」を\n選んで引き続き一緒にプレイすることができます！
TID_HINT_30,フレンドバトルでは、イベントとマップが選べます。キャラも最大レベルまでアップグレードされます！
TID_HINT_31,フランケンは攻撃や必殺技をくり出す時に立ち\n止まるので、敵は射程から逃げ出す隙を得られます。
TID_EXPERIENCE,XP
TID_HINT_32,チケットイベントは、チケットを使って\nプレイするのでトークンバーは減少しません。
TID_HINT_33,クラブのメンバーリストからメンバーに\nフレンド申請を送信できます。
TID_HINT_34,同じチームのプレイヤーには\nフレンド申請を送信できます。
TID_HINT_35,何戦か良いバトルができた時には\nオススメのフレンドリストからそのメンバーに\nフレンド申請を送信しましょう。
TID_HINT_36,同じチームのプレイヤーには\nフレンド申請を送信できます。
TID_HINT_37,「募集」ボタンを使うと、フレンドやクラブの\n仲間に向けてチームのメンバー募集ができます。
TID_COOP_GENERATED,ランブルアリーナ
TID_MECHANIC_KNIGHT_SKIN,ドラゴン使い ジェシー
TID_FRANK_CAVEMAN_SKIN,原始人 フランケン
TID_SOLO,ソロ
TID_DUO,デュオ
TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL,フレンドリストがいっぱいです！
TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY,応答待ちの申請が多すぎます。また後ほどお試しください。
TID_INVITE_FRIEND_TOKEN_ERROR,フレンドの招待にエラーが発生しました
TID_GOLDRUSH_9,暗いダム
TID_TEAM_JOIN_FINISH_TUTORIAL,チームに参加するにはチュートリアルを完了してください
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE,ログインできません
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED,ベータ版ブロスタは、お住まいの地域ではまだご利用いただけません。しばらくお待ちください！
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON,OK
TID_CROW_PHEONIX_SKIN,不死鳥 クロウ
TID_MECHANIC_SUMMER_SKIN,サマー ジェシー
TID_HERO_SCREEN_DIM_COLOR_MUL,222222
TID_FREE_BOX_AVAILABLE_0,無料報酬を回収できます！
TID_FREE_BOX_AVAILABLE_1,今すぐ無料報酬を回収しましょう！
TID_FREE_BOX_AVAILABLE_2,無料報酬が消えてしまう前に入手しましょう！
TID_FREE_BOX_AVAILABLE_3,無料報酬があなたを待っています！
TID_FREE_BOX_AVAILABLE_4,今すぐ無料報酬をゲット！
TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP,ロックスター\nコルト
TID_ROCKET_BEACH_SKIN_SHOP,ビーチ\nブロック
TID_CACTUS_PINK_SKIN_SHOP_OLD,ピンク\nスパイク
TID_SHAMAN_PANDA_SKIN_SHOP,パンダ\nニタ
TID_CROW_WHITE_SKIN_SHOP,ホワイト\nクロウ
TID_BULL_HAIR_SKIN_SHOP,海賊\nブル
TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD,ゴールド\nリコシェ
TID_BARKEEP_GOLD_SKIN_SHOP,ゴールド\nバーリー
TID_LUCHADOR_RUDO_SKIN_SHOP,デビル\nプリモ
TID_SHOTGUN_BANDITA_SKIN_SHOP,女盗賊\nシェリー
TID_LUCHADOR_KING_SKIN_SHOP,キング\nプリモ
TID_MECHANIC_KNIGHT_SKIN_SHOP,ドラゴン使い\nジェシー
TID_FRANK_CAVEMAN_SKIN_SHOP,原始人\nフランケン
TID_MECHANIC_SUMMER_SKIN_SHOP,サマー\nジェシー
TID_CROW_PHEONIX_SKIN_SHOP,不死鳥\nクロウ
TID_GOLDRUSH_10,冷たい講堂
TID_BANKHEIST_5,大庭園
TID_BATTLE_ROYALE_D7,買い物中毒
TID_BATTLE_ROYALE_8,囚われた島
TID_BATTLE_ROYALE_6,激動の洞窟
TID_CLAN_CHAT_JUMP_TO_NEW,新着メッセージ <count>件
TID_CLAN_CHAT_NEW,新着
TID_BANKHEIST_6,分かれ道
TID_GOLDRUSH_11,沈んだ鉱山
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID,ブロスタは、必ずGoogle Playストアからダウンロードしなければなりません（一部の地域のみ対応）。root化したデバイスは現在サポート対象外です。後ほどご確認ください！
TID_RATE_APP_MESSAGE_ANDROID,Play Storeでブロスタの評価やレビューを投稿してください！今後の参考にさせていただきます。
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE,新しいGoogle Playの連携
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT,現在プレイ中のゲームを\nこのGoogle Playアカウントでセーブしますか？
TID_SHOWDOWN_END,バトルロイヤル！
TID_SETTINGS_FIXES_JOYSTICK,コントローラーを固定
TID_SETTINGS_SC_ID,Supercell ID
TID_LANGUAGE_LOCALIZED_NAME,英語
TID_POPUP_CHANGE_LANGUAGE_TITLE,言語の変更
TID_POPUP_CHANGE_LANGUAGE,本当に言語設定を変更しますか？
TID_SKIN_RARITY_1,<cffffff>ノーマル</c>
TID_SKIN_RARITY_2,<c0070dd>レア</c>
TID_SKIN_RARITY_3,<ca335ee>ハイパーレア</c>
TID_SKIN_RARITY_4,<cff8000>レジェンドレア</c>
TID_BANKHEIST_7,サボテンの道
TID_BATTLE_ROYALE_9,西の風
TID_BATTLE_ROYALE_10,砂の坑道
TID_NO_FRIENDS_GO_TO_FRIENDS,フレンド画面へ
TID_EVENT_MODIFIER_1,エナジードリンク
TID_EVENT_MODIFIER_2,反逆マシン
TID_EVENT_MODIFIER_3,隕石の雨
TID_EVENT_MODIFIER_4,エナジーバンパイア
TID_EVENT_MODIFIER_DESC_1,ランダムに現れるエナジードリンクを飲んで、ダメージや移動速度を一定時間ブーストしよう！
TID_EVENT_MODIFIER_DESC_2,怒り狂ったロボットがランダムに現れ、近くにいるプレイヤーを攻撃する。気をつけて！
TID_EVENT_MODIFIER_DESC_3,遠くに降る星は立ち止まって眺めたいけど... こちらに向かってくる隕石は何としても避けたい！
TID_BALL_4,静かな広場
TID_EVENT_MODIFIER_DESC_4,時間とともにHPが減っていき、敵にダメージを与えると回復できる。完全に倒すとHPが満タンに！あらゆる回復能力の効果が低下する。
TID_BALL_5,鉄の城砦
TID_BALL_6,スーパースタジアム
TID_BALL_7,水たまり地獄
TID_BANKHEIST_8,ボーントンネル
TID_EVENT_MODIFIER_DESC_3_SD,空から巨大な隕石が降ってくる！仲間の近くにいすぎると、どちらもやられてしまうかも...
TID_DEFEATED_SHOWDOWN,敗北
TID_OFFER_WATCH_AD,観る
TID_ERROR_REPLAY_DISABLED,リプレイは利用できません
TID_WANTED_9,グランドカナル
TID_HOOK,ジーン
TID_STAR_KEY_INFO_EXTENSION,\n\nスタートークンはビッグボックスを開けるために使用します。
TID_TEAM_OWNER_TEXT,<NAME>のチーム
TID_SPECTATE_AUTO,自動
TID_BATTLE_ROYALE_11,悲鳴の谷
TID_FRIEND_POPOVER_INVITE,チームへ招待
TID_TEAM_ERROR_ALREADY_IN_ROOM,プレイヤーはすでにあなたのチームに参加しています！
TID_TEAM_ERROR_ALREADY_INVITED,プレイヤーはすでに招待されています！
TID_BATTLE_ROYALE_D2,嵐の平野
TID_UNDERTAKER_GREASER_SKIN,ロカビリー モーティス
TID_COMMUNITY_PROPS,コミュニティマップ！\n\n発案：\n<cff8000><CREDIT></c>
TID_BATTLE_ROYALE_12,灼熱の迷路
TID_TEAM_INVITE_ALREADY_IN_TEAM,プレイヤーはすでにチームに参加しています！
TID_HINT_38,キャラクターの足元の青い円は\n必殺技のゲージが溜まっていることを示します！
TID_HINT_39,キャラクターの足元の黄色い円は\n必殺技の狙いを定めていることを示します！
TID_EVENT_NOT_AVAILABLE,イベントなし
TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE,利用できる動画がありません。後ほどご確認ください！
TID_SHOP_NOT_AVAILABLE,利用できません
TID_UNDERTAKER_GREASER_SKIN_SHOP,ロカビリー\nモーティス
TID_HINT_40,設定画面からSupercell IDに接続して、アカウントを保護したり複数デバイスでプレイを楽しみましょう。無料スキンももらえます！
TID_GACHA_VIDEO_REWARD_RECEIVED,追加報酬が追加されました！
TID_BUTTON_NAVI_SHOP,ショップ
TID_BUTTON_NAVI_SOCIAL,ソーシャル
TID_BUTTON_NAVI_BRAWLERS,キャラクター
TID_BRAWL_TICKETS_BUTTON,プレイ
TID_HOME_SCREEN_INVITE,招待
TID_HINT_41,合計トロフィー数は、すべてのキャラクターの\nトロフィーを合算したものです。
TID_GOAL,<name>のゴール！
TID_EVENT_MODIFIER_5,癒しのキノコ
TID_EVENT_MODIFIER_DESC_5,回復能力を持つキノコがランダムに現れる！一定期間、周辺にいるものを癒す力がある。
TID_EVENT_MODIFIER_DESC_5_SD,回復能力を持つキノコがランダムに現れる！大勢で近寄ると、キノコの成長が止まってしまうので注意。
TID_NINJA,レオン
TID_ANIMAL,アニマル
TID_HINT_42,攻撃をやめてダメージも受けなければ\nキャラクターのHPは少しずつ回復します。
TID_HOOK_SHORT_DESC,サポート
TID_HOOK_DESC,ジーンの武器は、分裂する魔法の弾を発射する魔法のランプ。必殺技を発動すると、敵を掴んで引き寄せる魔法の手が現れる。
TID_SPEC_ABI_HOOK,魔法の吐息
TID_SPEC_ABI_HOOK_DESC,周囲にいる仲間のHPが毎秒<c00cc00><VALUE1></c>回復する。
TID_HOOK_WEAPON,砂嵐
TID_HOOK_ULTI,魔法の手
TID_HOOK_WEAPON_DESC,ランプから魔法でできた弾を撃ち出す。敵に命中しなければ、途中で分裂して扇型に広がりながらダメージを与える。
TID_HOOK_ULTI_DESC,ランプから現れるのは巨大な魔法の手！敵に届くと、そのまま掴んで彼のところまで引き寄せる。
TID_CLUSTER_BOMB_DUDE_SHORT_DESC,クールだ！
TID_CLUSTER_BOMB_DUDE_DESC,ホバーボードで水の上もすいすい進めるクールな男！
TID_SPEC_ABI_HOVERBOARD,スーパーチャージ
TID_SPEC_ABI_HOVERBOARD_DESC,ホバーボードが満タンまでチャージされると、ものすごい速さで動けるようになる。
TID_CLUSTER_BOMB_DUDE_WEAPON,サブマシンガン
TID_CLUSTER_BOMB_DUDE_ULTI,クラスターボム
TID_CLUSTER_BOMB_DUDE_WEAPON_DESC,早撃ち！
TID_CLUSTER_BOMB_DUDE_ULTI_DESC,ドカーン！
TID_NINJA_SHORT_DESC,ステルスアサシン
TID_NINJA_DESC,レオンは複数の手裏剣を素早く投げる。必殺技は、しばらくの間、姿を隠すことができる煙幕だ！
TID_SPEC_ABI_SPEED_INVISIBLE,煙遁の術
TID_SPEC_ABI_SPEED_INVISIBLE_DESC,必殺技の発動時、見えない間の移動速度がブーストされる。
TID_NINJA_WEAPON,手裏剣
TID_NINJA_ULTI,煙玉
TID_NINJA_WEAPON_DESC,手首のスナップをきかせて、4枚の手裏剣を投げる。近距離の方がより大きなダメージを与えられる。
TID_NINJA_ULTI_DESC,煙玉で8秒間姿を消すことができる。発動中に攻撃すると効果が切れてしまうので要注意。近くにいる敵には気配で気付かれてしまう。
TID_ANIMAL_SHORT_DESC,守護
TID_ANIMAL_DESC,チームを守ってダメージをその身に受ける。
TID_SPEC_ABI_HEAL_FOREST,薬草学
TID_SPEC_ABI_HEAL_FOREST_DESC,やぶに入るとHPが毎秒<c00cc00><VALUE1></c>回復する
TID_ANIMAL_WEAPON,鋭い爪
TID_ANIMAL_ULTI,厚い皮
TID_ANIMAL_WEAPON_DESC,鋭い鉤爪で何度も攻撃する。
TID_ANIMAL_ULTI_DESC,5秒間にわたり皮膚が硬化して、その間に受けるダメージのすべてを50％低減する。
TID_STAT_DAMAGE_PER_CLUSTER,クラスターのダメージ
TID_STAT_DAMAGE_PER_SHURIKEN,手裏剣のダメージ（近距離）
TID_STAT_INVISIBLE,煙玉
TID_STAT_SHIELD,シールド
TID_SELECT_HERO_INFO_RAID_BOSS,<c2288ff>プレイヤー対ボス</c>
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS,プレイヤー3人VSボスロボット
TID_GAME_MODE_10,ボスファイト
TID_RAID_BOSS_INTRO_TEXT,ボスを撃破しよう
TID_RAID_1,ボスロボットアリーナ
TID_GAME_MODE_10_DESC,手強いボスロボットと、いざ対決！2人のチームメイトと協力して撃破しよう。チームメイトが一人でも生きていれば、何度でもリスポーンできる。全員倒されてしまうとゲームオーバー！\n\nボスファイトのチャレンジレベルにはノーマルからクレイジーまで段階があり、ボスを倒すたびに難易度が上がる。
TID_TEAM_MATE_GONE,<ccccc00>チームメイトがやられた！</c>
TID_ALL_TEAM_MATES_GONE,<cee0000>チームメイトがどちらもやられた！</c>
TID_RAID_BOSS_ENRAGE_1,<c99bb22bb>ボスが怒っている！</c>
TID_RAID_BOSS_ENRAGE_2,<c99bb2222>ボスが激怒している！</c>
TID_RAID_BOSS_ENRAGE_3,<c99bbbb22>ボスが激怒している！</c>
TID_RAID_BOSS_DIFFICULTY_0,ノーマル
TID_RAID_BOSS_DIFFICULTY_1,ハード
TID_RAID_BOSS_DIFFICULTY_2,エキスパート
TID_RAID_BOSS_DIFFICULTY_3,マスター
TID_RAID_BOSS_DIFFICULTY_4,クレイジー
TID_RAID_BOSS_DIFFICULTY_5,クレイジー II
TID_RAID_BOSS_DIFFICULTY_6,クレイジー III
TID_RAID_BOSS_DIFFICULTY_7,クレイジー IV
TID_RAID_BOSS_DIFFICULTY_8,クレイジー V
TID_RAID_BOSS_DIFFICULTY_9,クレイジー VI
TID_RAID_BOSS_DIFFICULTY_10,クレイジー VII
TID_RAID_BOSS_DIFFICULTY_11,クレイジー VIII
TID_RAID_BOSS_DIFFICULTY_12,クレイジー IX
TID_RAID_BOSS_DIFFICULTY_13,クレイジー X
TID_RAID_BOSS_DIFFICULTY_14,クレイジー XI
