TID,KR
TID_CANNON_DAMAGE,대포 피해량
TID_CANNON_HEALTH,대포 HP
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,해당 플레이어가 보류 중인 친구 요청이 너무 많습니다. 나중에 다시 시도해 주세요.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,친구 요청을 너무 많이 보냈습니다. 요청 1개를 삭제하고 다시 시도해 주세요.
TID_ADD_FRIEND_ERROR_GENERIC,친구 초대를 보내지 못했습니다. 나중에 다시 시도해 주세요.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,추가하려는 플레이어가 존재하지 않습니다.
TID_ADD_FRIEND_ERROR_OWN_AVATAR,자기 자신을 친구로 초대할 수 없습니다!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,친구에게 친구가 너무 많이 있습니다. 나중에 다시 시도해 주세요.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,친구가 너무 많이 있습니다. 새로운 친구를 추가하고 싶다면 친구 1명을 삭제하세요.
TID_HINT_26,페니의 일반 공격은 적이 일렬로 서있는 경우 더 큰 피해를 줄 수 있습니다.
TID_HINT_27,"매치 전에 팀을 구성하면, 미리 계획을 짜고 브롤러를 조합해 볼 수 있습니다."
TID_HINT_28,친선 게임에서 이벤트를 연습해보세요!
TID_HINT_29,"새로운 팀원과의 매치가 마음에 들면, \q다시 플레이\q를 눌러 같은 팀원과 다시 플레이할 수 있습니다."
TID_HINT_30,친선 게임에서는 모든 이벤트와 맵을 선택할 수 있습니다. 브롤러도 최대 레벨입니다!
TID_HINT_31,프랭크의 일반 및 특수 공격은 사용하기까지 시간이 걸립니다. 도중에 상대방이 프랭크의 사거리에서 벗어날 수 있습니다.
TID_EXPERIENCE,XP
TID_HINT_32,"티켓 이벤트에 참가하려면 티켓이 필요하며, 토큰은 소모되지 않습니다."
TID_HINT_33,클럽 멤버 목록에서 멤버에게 친구 초대를 보낼 수 있습니다.
TID_HINT_34,같은 팀의 멤버에게 친구 초대를 보내보세요!
TID_HINT_35,"같이 플레이한 플레이어가 마음에 든 경우, 추천 친구 목록에서 내 친구로 초대할 수 있습니다."
TID_HINT_36,같은 팀의 멤버에게 친구 초대를 보내보세요!
TID_HINT_37,홍보 버튼을 사용해 친구들과 클럽 멤버들에게 팀을 홍보하세요!
TID_COOP_GENERATED,럼블 아레나
TID_MECHANIC_KNIGHT_SKIN,용의 기사 제시
TID_FRANK_CAVEMAN_SKIN,원시인 프랭크
TID_SOLO,솔로
TID_DUO,듀오
TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL,친구 목록이 가득 찼습니다.
TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY,초대가 너무 많습니다. 나중에 다시 시도해주세요.
TID_INVITE_FRIEND_TOKEN_ERROR,친구 초대 오류
TID_GOLDRUSH_9,다크 풀
TID_TEAM_JOIN_FINISH_TUTORIAL,팀에 참가하려면 튜토리얼을 완료하세요!
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE,로그인 실패
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED,해당 국가에서 브롤스타즈 베타 버전을 더는 사용할 수 없습니다! 다음에 다시 확인해주세요!
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON,확인
TID_CROW_PHEONIX_SKIN,불사조 크로우
TID_MECHANIC_SUMMER_SKIN,바캉스 제시
TID_HERO_SCREEN_DIM_COLOR_MUL,222222
TID_FREE_BOX_AVAILABLE_0,무료 보상이 기다리고 있습니다!
TID_FREE_BOX_AVAILABLE_1,지금 무료 보상을 획득하세요!
TID_FREE_BOX_AVAILABLE_2,무료 보상이 사라지기 전에 획득하세요!
TID_FREE_BOX_AVAILABLE_3,무료 보상이 기다리고 있습니다!
TID_FREE_BOX_AVAILABLE_4,지금 무료 보상을 받으세요!
TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP,락스타 콜트
TID_ROCKET_BEACH_SKIN_SHOP,해변의 브록
TID_CACTUS_PINK_SKIN_SHOP_OLD,핑크 스파이크
TID_SHAMAN_PANDA_SKIN_SHOP,판다 니타
TID_CROW_WHITE_SKIN_SHOP,화이트 크로우
TID_BULL_HAIR_SKIN_SHOP,바이킹 불
TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD,골드 리코셰
TID_BARKEEP_GOLD_SKIN_SHOP,골드 발리
TID_LUCHADOR_RUDO_SKIN_SHOP,엘 루도 프리모
TID_SHOTGUN_BANDITA_SKIN_SHOP,도적 쉘리
TID_LUCHADOR_KING_SKIN_SHOP,엘 레이 프리모
TID_MECHANIC_KNIGHT_SKIN_SHOP,용의 기사 제시
TID_FRANK_CAVEMAN_SKIN_SHOP,원시인 프랭크
TID_MECHANIC_SUMMER_SKIN_SHOP,바캉스 제시
TID_CROW_PHEONIX_SKIN_SHOP,불사조 크로우
TID_GOLDRUSH_10,메아리 동굴
TID_BANKHEIST_5,여기저기 울타리
TID_BATTLE_ROYALE_D7,폭풍 쇼핑
TID_BATTLE_ROYALE_8,무인도 침략
TID_BATTLE_ROYALE_6,우당탕 진흙탕
TID_CLAN_CHAT_JUMP_TO_NEW,신규 메시지 <count>개
TID_CLAN_CHAT_NEW,신규
TID_BANKHEIST_6,포크아웃
TID_GOLDRUSH_11,침수된 광산
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID,브롤스타즈 베타 버전을 Google Play 스토어(일부 국가에서만 이용 가능)에서 다운로드해야 합니다. 루팅된 기기는 지원되지 않습니다. 나중에 다시 확인해 주세요!
TID_RATE_APP_MESSAGE_ANDROID,Google Play 스토어에서 브롤스타즈에 대한 평점과 리뷰를 남겨주세요!
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE,신규 Google Play 로그인
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT,진행 중인 게임 정보를 이 Google Play 계정에 저장하시겠습니까?
TID_SHOWDOWN_END,쇼다운!
TID_SETTINGS_FIXES_JOYSTICK,이동 조이스틱 고정
TID_SETTINGS_SC_ID,Supercell ID
TID_LANGUAGE_LOCALIZED_NAME,한국어
TID_POPUP_CHANGE_LANGUAGE_TITLE,언어 변경
TID_POPUP_CHANGE_LANGUAGE,정말로 언어 설정을 변경할까요?
TID_SKIN_RARITY_1,<cffffff>일반</c>
TID_SKIN_RARITY_2,<c0070dd>희귀</c>
TID_SKIN_RARITY_3,<ca335ee>영웅</c>
TID_SKIN_RARITY_4,<cff8000>전설</c>
TID_BANKHEIST_7,선인장 지대
TID_BATTLE_ROYALE_9,하늬바람
TID_BATTLE_ROYALE_10,모래 언덕
TID_NO_FRIENDS_GO_TO_FRIENDS,친구 화면으로 이동
TID_EVENT_MODIFIER_1,에너지 드링크
TID_EVENT_MODIFIER_2,앵그리 로보
TID_EVENT_MODIFIER_3,유성우
TID_EVENT_MODIFIER_4,HP 흡수
TID_EVENT_MODIFIER_DESC_1,"무작위로 나타나는 에너지 드링크를 획득하면, 브롤러의 공격 피해량과 이동 속도가 일시적으로 증가합니다!"
TID_EVENT_MODIFIER_DESC_2,"앵그리 로보는 무작위로 생성되며, 가장 가까이 있는 브롤러를 공격합니다!"
TID_EVENT_MODIFIER_DESC_3,밤하늘의 별똥별을 생각했다고요? 치명적인 거대 바위가 하늘에서 떨어지니 조심하세요!
TID_BALL_4,스니키 필드
TID_EVENT_MODIFIER_DESC_4,"지속적으로 HP가 줄어들지만, 적 브롤러에게 피해를 주면 HP를 약간 회복합니다. 브롤러를 처치하면 HP가 완전히 회복됩니다! 모든 치유 능력의 효과가 줄어듭니다."
TID_BALL_5,BB 요새
TID_BALL_6,슈퍼 스타디움
TID_BALL_7,물웅덩이 필드
TID_BANKHEIST_8,뼈 터널
TID_EVENT_MODIFIER_DESC_3_SD,친구와 가까이 뭉치면 거대 바위가 하늘에서 떨어져 위험합니다!
TID_DEFEATED_SHOWDOWN,패배
TID_OFFER_WATCH_AD,보기
TID_ERROR_REPLAY_DISABLED,리플레이를 볼 수 없습니다.
TID_WANTED_9,대운하
TID_HOOK,진
TID_STAR_KEY_INFO_EXTENSION,\n\n스타 토큰은 대형 상자를 여는 데 사용됩니다.
TID_TEAM_OWNER_TEXT,<NAME> 님의 팀
TID_SPECTATE_AUTO,자동
TID_BATTLE_ROYALE_11,바우와우
TID_FRIEND_POPOVER_INVITE,팀 초대
TID_TEAM_ERROR_ALREADY_IN_ROOM,내 팀에 있는 플레이어입니다!
TID_TEAM_ERROR_ALREADY_INVITED,이미 초대 요청을 보낸 플레이어입니다!
TID_BATTLE_ROYALE_D2,폭풍의 대지
TID_UNDERTAKER_GREASER_SKIN,로커 모티스
TID_COMMUNITY_PROPS,커뮤니티 맵!\n\n콘셉트 출처:\n<cff8000><CREDIT></c>
TID_BATTLE_ROYALE_12,핫 뜨거 미로
TID_TEAM_INVITE_ALREADY_IN_TEAM,이미 팀에 참가한 플레이어입니다!
TID_HINT_38,브롤러 밑의 회전하는 파란색 원은 특수 공격이 준비되었다는 뜻입니다!
TID_HINT_39,브롤러 밑의 회전하는 노란색 원은 현재 특수 공격을 조준하고 있다는 뜻입니다!
TID_EVENT_NOT_AVAILABLE,이벤트 없음
TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE,광고가 없습니다. 나중에 다시 확인하세요!
TID_SHOP_NOT_AVAILABLE,이용 불가
TID_UNDERTAKER_GREASER_SKIN_SHOP,로커 모티스
TID_HINT_40,설정 화면에서 Supercell ID에 연동해서 계정을 안전하게 보호하고 여러 기기에서 플레이하세요! 연동하면 무료 스킨을 받을 수 있습니다!
TID_GACHA_VIDEO_REWARD_RECEIVED,추가 보상이 추가되었습니다!
TID_BUTTON_NAVI_SHOP,상점
TID_BUTTON_NAVI_SOCIAL,소셜
TID_BUTTON_NAVI_BRAWLERS,브롤러
TID_BRAWL_TICKETS_BUTTON,플레이
TID_HOME_SCREEN_INVITE,초대
TID_HINT_41,총 트로피는 내가 보유한 브롤러의 트로피를 합산한 수입니다.
TID_GOAL,<name> 골!
TID_EVENT_MODIFIER_5,치유 버섯
TID_EVENT_MODIFIER_DESC_5,치유 버섯이 무작위로 생성됩니다! 잠깐 동안 근처에 있는 모든 걸 치유합니다.
TID_EVENT_MODIFIER_DESC_5_SD,치유 버섯이 무작위로 생성됩니다! 친구와 가까이 있으면 버섯이 생성되지 않습니다.
TID_NINJA,레온
TID_ANIMAL,애니몰
TID_HINT_42,일정 시간 공격을 하지 않거나 피해를 입지 않으면 브롤러의 HP가 조금씩 회복됩니다.
TID_HOOK_SHORT_DESC,SUPPORT
TID_HOOK_DESC,마법 램프를 사용해 갈라지는 마법 연기 탄환을 발사합니다. 특수 공격으로 마법의 손을 사용해 적을 잡아 가까이 끌어옵니다.
TID_SPEC_ABI_HOOK,매직 오라
TID_SPEC_ABI_HOOK_DESC,주변에 있는 아군 브롤러의 HP가 초당 <c00cc00><VALUE1></c>만큼 회복됩니다.
TID_HOOK_WEAPON,매직 블래스트
TID_HOOK_ULTI,매직 핸드
TID_HOOK_WEAPON_DESC,"램프를 사용해 마법 연기를 구 형태의 탄환으로 만들어 발사합니다. 적에 명중하지 않으면, 방사형으로 분열되며 피해를 줍니다."
TID_HOOK_ULTI_DESC,"램프에서 거대한 마법의 손이 나와, 명중한 적을 진이 있는 위치로 끌어옵니다!"
TID_CLUSTER_BOMB_DUDE_SHORT_DESC,Cool dude!
TID_CLUSTER_BOMB_DUDE_DESC,호버보드를 타고 물 위에 뜰 수 있는 멋쟁이입니다!
TID_SPEC_ABI_HOVERBOARD,과충전 호버보드
TID_SPEC_ABI_HOVERBOARD_DESC,"완전 장전된 호버보드가 과충전되면, 브롤러의 이동 속도가 빨라집니다."
TID_CLUSTER_BOMB_DUDE_WEAPON,기관단총
TID_CLUSTER_BOMB_DUDE_ULTI,클러스터 폭탄
TID_CLUSTER_BOMB_DUDE_WEAPON_DESC,빠르게 쏩니다.
TID_CLUSTER_BOMB_DUDE_ULTI_DESC,붐!
TID_NINJA_SHORT_DESC,STEALTH ASSASSIN
TID_NINJA_DESC,재빠르게 수리검을 던집니다. 특수 공격으로 연막탄을 쏴 일정 시간 동안 자신을 은신 상태로 만듭니다!
TID_SPEC_ABI_SPEED_INVISIBLE,안개 은신술
TID_SPEC_ABI_SPEED_INVISIBLE_DESC,"레온이 특수 공격을 사용하면, 은신 상태로 있는 동안 이동 속도가 증가합니다."
TID_NINJA_WEAPON,수리검
TID_NINJA_ULTI,연막탄
TID_NINJA_WEAPON_DESC,손목 스냅으로 수리검 4개를 던집니다. 적이 가까이 있을수록 더 큰 피해를 줍니다.
TID_NINJA_ULTI_DESC,"레온이 8초 동안 은신 상태가 되고, 공격할 때 다시 모습을 드러냅니다. 가까이에 있는 적은 레온을 발견할 수 있습니다."
TID_ANIMAL_SHORT_DESC,Paladin
TID_ANIMAL_DESC,팀을 보호하고 많은 피해량은 흡수합니다.
TID_SPEC_ABI_HEAL_FOREST,부시마스터
TID_SPEC_ABI_HEAL_FOREST_DESC,덤불에서 초당 <c00cc00><VALUE1></c> HP를 회복합니다.
TID_ANIMAL_WEAPON,발톱
TID_ANIMAL_ULTI,터프 스킨
TID_ANIMAL_WEAPON_DESC,발톱으로 여러 번 공격합니다.
TID_ANIMAL_ULTI_DESC,5초 동안 피부가 아주 강력해져서 흡수하는 피해량이 50% 감소합니다.
TID_STAT_DAMAGE_PER_CLUSTER,클러스터당 피해량
TID_STAT_DAMAGE_PER_SHURIKEN,수리검당 근거리 피해량
TID_STAT_INVISIBLE,연막탄
TID_STAT_SHIELD,방패
TID_SELECT_HERO_INFO_RAID_BOSS,<c2288ff>플레이어 vs 보스</c>
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS,플레이어 3명 vs 로보 보스
TID_GAME_MODE_10,보스전
TID_RAID_BOSS_INTRO_TEXT,보스를 처치하세요!
TID_RAID_1,로보 보스 아레나
TID_GAME_MODE_10_DESC,"무시무시한 로보 보스를 팀원 2명과 함께 처치하세요! 팀원 중 1명이라도 살아있다면, 전투에 다시 참여할 수 있습니다! 모두 처치되면 게임이 종료됩니다!\n\n로보 보스를 처치하면 난이도가 노멀부터 크레이지까지 점차 올라갑니다."
TID_TEAM_MATE_GONE,<ccccc00>팀원이 처치되었습니다!</c>
TID_ALL_TEAM_MATES_GONE,<cee0000>팀원이 둘 다 처치되었습니다!</c>
TID_RAID_BOSS_ENRAGE_1,<c99bb22bb>화난 보스!</c>
TID_RAID_BOSS_ENRAGE_2,<c99bb2222>분노한 보스!</c>
TID_RAID_BOSS_ENRAGE_3,<c99bbbb22>격분한 보스!</c>
TID_RAID_BOSS_DIFFICULTY_0,노멀
TID_RAID_BOSS_DIFFICULTY_1,하드
TID_RAID_BOSS_DIFFICULTY_2,엑스퍼트
TID_RAID_BOSS_DIFFICULTY_3,마스터
TID_RAID_BOSS_DIFFICULTY_4,크레이지
TID_RAID_BOSS_DIFFICULTY_5,크레이지 II
TID_RAID_BOSS_DIFFICULTY_6,크레이지 III
TID_RAID_BOSS_DIFFICULTY_7,크레이지 IV
TID_RAID_BOSS_DIFFICULTY_8,크레이지 V
TID_RAID_BOSS_DIFFICULTY_9,크레이지 VI
TID_RAID_BOSS_DIFFICULTY_10,크레이지 VII
TID_RAID_BOSS_DIFFICULTY_11,크레이지 VIII
TID_RAID_BOSS_DIFFICULTY_12,크레이지 IX
TID_RAID_BOSS_DIFFICULTY_13,크레이지 X
TID_RAID_BOSS_DIFFICULTY_14,크레이지 XI
TID_RAID_BOSS_DIFFICULTY_15,크레이지 XII
TID_RAID_BOSS_DIFFICULTY_16,크레이지 XIII
TID_RAID_BOSS_DIFFICULTY_17,크레이지 XIV
TID_RAID_BOSS_DIFFICULTY_18,크레이지 XV
TID_RAID_BOSS_DIFFICULTY_19,크레이지 XVI
TID_MODES_NEW_EVENT,신규\n이벤트!
TID_MODES_NEW_EVENTS,신규\n이벤트!
TID_TEAM_MEMBER_STATUS_NEW_0,<c999999>오프라인</c>
TID_TEAM_MEMBER_STATUS_NEW_1,전투 중
TID_TEAM_MEMBER_STATUS_NEW_2,자리 비움
TID_TEAM_MEMBER_STATUS_NEW_4,매치메이킹
TID_TEAM_MEMBER_STATUS_NEW_5,결과 화면
TID_TEAM_MEMBER_STATUS_NEW_6,<c999999>오프라인</c>
TID_TEAM_MEMBER_STATUS_NEW_7,관전 중
TID_TEAM_MEMBER_STATUS_NEW_8,연습 중
TID_TEAM_MEMBER_STATUS_NEW_9,입력 중...
TID_TEAM_MEMBER_STATUS_NEW_10,브롤러 선택 중
TID_TEAM_MEMBER_STATUS_NEW_11,이벤트 검색 중
TID_TEAM_MEMBER_STATUS_NEW_READY,준비 완료
TID_BUTTON_SPECTATE,관전
TID_NEW_EVENT_IN,신규 이벤트까지: <TIME>
TID_NEW_EVENT_NOW,신규 이벤트 이용 가능!
TID_SHOP_TITLE,상점
TID_SELECT_EVENT_TITLE,이벤트 선택
TID_HERO_LIST_LABEL_NEW,브롤러 <c53C5F7><COUNT>/<TOTAL></c>
TID_KEY_COUNTER,<VALUE><c7984a8>/<MAX></c>
TID_ONLINE_TAB_1,온라인 플레이어
TID_ONLINE_TAB_2,팀 채팅
TID_ONLINE_TAB_3,클럽 채팅
TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE,클럽에 가입해 클럽 채팅을 이용하세요!
TID_TEAM_CHAT_TAB_NOT_IN_TEAM,팀을 구성해 팀 채팅을 이용하세요!
TID_NO_BAND_GO_TO_BANDS,클럽 화면으로 이동
TID_SHARE_TEAM_CODE_NO_CODE,공유하기 전에 코드가 생성되어야 합니다!
TID_TEAM_TEAMCODE_YOURS,내 팀 코드:
TID_BACK_BUTTON,팀 나가기
TID_BARLEY_WIZARD_SKIN,마법사 발리
TID_EVENT_LOCKED_TROPHIES,트로피를 더 모아\n이벤트를 잠금 해제하세요!
TID_SHOTGUN_STAR_SKIN,스타 쉘리
TID_PARTY_MODE_TITLE,친선 게임
TID_BUTTON_PARTY_MODE,생성
TID_LEAVE_TEAM_TITLE,팀
TID_LEAVE_TEAM_TXT,나가기
TID_PARTY_MODE_DESC,"친선 게임에서는 트로피를 획득할 수 없지만, 모든 일반 이벤트를 연습할 수 있습니다!\n\n친선 게임에서는 모든 브롤러가 최대로 업그레이드됩니다!"
TID_HEROES_TO_BE_UNLOCKED,잠금 해제되지 않은 브롤러
TID_NITA_REINDEER_SKIN,루돌프 니타
TID_PENNY_ELF_SKIN,엘프 페니
TID_DYNAMIKE_SANTA_SKIN,산타마이크
TID_DYNAMIKE_CHEF_SKIN,셰프마이크
TID_BROCK_BOOMBOX_SKIN,붐박스 브록
TID_EVENT_SLOT_NAME_1,젬 그랩
TID_EVENT_SLOT_NAME_2,쇼다운
TID_EVENT_SLOT_NAME_3,일일 이벤트
TID_EVENT_SLOT_NAME_4,특별 이벤트
TID_EVENT_SLOT_NAME_7,티켓 이벤트
TID_PENNY_ELF_SKIN_SHOP,엘프 페니
TID_DYNAMIKE_SANTA_SKIN_SHOP,산타마이크
TID_DYNAMIKE_CHEF_SKIN_SHOP,셰프마이크
TID_BROCK_BOOMBOX_SKIN_SHOP,붐박스 브록
TID_NITA_REINDEER_SKIN_SHOP,루돌프 니타
TID_EVENT_STARTS_IN,이벤트 시작까지: <TIME>
TID_UNDERTAKER_HAT_SKIN,신사 모티스
TID_CREATE_ROOM_CODE,팀 코드 생성
TID_EVENT_LOCKED_TEAM,해당 이벤트는 팀으로 플레이할 수 없습니다!
TID_EVENT_PREVIEW_TITLE,이벤트 정보
TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO,서바이벌 아레나
TID_GAME_MODE_6_SOLO_DUO_DESC,"혼자 또는 팀원과 함께 쇼다운 아레나에서 끝까지 살아남으세요! 마지막까지 살아남으면 승리합니다.\n\n파워 큐브를 모아 공격력과 최대 HP를 올리세요! 독 구름이 점점 다가오니, 계속 움직이세요!"
TID_INVITE_PENDING,초대 중
TID_JOIN_REQUEST_PENDING,참가 중
TID_GOAL_MATCH_OVER,<name> 골!\n경기 종료!
TID_GOLDRUSH_XMAS_1,눈사람 요새
TID_GOLDRUSH_XMAS_2,겨울 광산
TID_GOLDRUSH_XMAS_3,눈 싸움
TID_GOLDRUSH_XMAS_4,얼음 바위 언덕
TID_GOLDRUSH_XMAS_5,눈 덮인 갱도
TID_GOLDRUSH_XMAS_6,선물 포장
TID_GOLDRUSH_XMAS_7,눈 단장
TID_GOLDRUSH_XMAS_8,얼음 호수
TID_GOLDRUSH_XMAS_9,서리 수정 동굴
TID_GOLDRUSH_XMAS_10,보물 사냥
TID_RAID_BOSS_DIFFICULTY_CAP,"보스전 도전 레벨이 팀원의 레벨에 맞춰 하향 조정되었습니다. 더 낮은 도전 레벨은 티켓을 소모하지 않지만, 본인의 도전 레벨에서 받을 수 있는 보상만 획득할 수 있습니다!"
TID_RAID_BOSS_DIFFICULTY,도전:
TID_BOSS_3,울근불근
TID_BOSS_4,팀 데이
TID_BOSS_5,엎어진 테이블
TID_BOSS_6,사냥하기 좋은 날
TID_COOP_3,금고 보안관
TID_COOP_4,오지
TID_COOP_5,파괴된 체계
TID_COOP_6,금고는 세이프
TID_RAID_2,머신 존
TID_RAID_3,고철 조각
TID_BUTTON_INVITE_PLAYER,초대
TID_BUTTON_JOIN_TEAM,참가 요청
TID_BUTTON_TEAM_FULL,정원 충족
TID_DECIMAL_MARK,.
TID_RARITY_HEADER_0,트로피 진척도 보상
TID_RARITY_HEADER_1,희귀
TID_RARITY_HEADER_2,초희귀
TID_RARITY_HEADER_3,영웅
TID_RARITY_HEADER_4,신화
TID_RARITY_HEADER_5,전설
TID_SETTINGS_KAKAO,카카오 친구
TID_HERO_INFO_LEVEL_WITH_NUMBER,POWER <NUMBER>
TID_IN_YOUR_TEAM,내 팀
TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL,참가 요청 실패: 팀이 가득 찼습니다.
TID_EVENT_ENDS_IN,이벤트 종료까지: <TIME>
TID_EVENT_LOCKED_CAN_CLAIM_WARNING,트로피 진척도에서 이벤트를 잠금 해제하세요!
TID_EVENT_LOCKED_CAN_CLAIM,축하합니다! 이제 트로피 진척도에서 이벤트를 잠금 해제할 수 있습니다!
TID_BATTLE_ROYALE_3D,죽음의 계곡
TID_BATTLE_ROYALE_7D,바위 계곡
TID_WANTED_4D,독버섯 지대
TID_GOLDRUSH_3D,버섯 동굴
TID_WEEKEND_OFFER,주말 특가 상품
TID_EXCLUSIVE_OFFER,한정 특가 상품
TID_EPIC_OFFER,영웅 특가 상품
TID_MEGA_OFFER,메가 특가 상품
TID_FEATURED_OFFER,추천 특가 상품
TID_TAIPEI_OFFER,타이베이 게임쇼 특가 상품
TID_RAID_BOSS_ENRAGE_4,<c99ffffff>천하무적 보스!</c>
TID_RAID_BOSS_ENRAGE_WARNING_1,<cffbb22bb>화난</c> 보스가 되기까지:
TID_RAID_BOSS_ENRAGE_WARNING_2,<cffbb2222>분노한</c> 보스가 되기까지:
TID_RAID_BOSS_ENRAGE_WARNING_3,<cffbbbb22>격분한</c> 보스가 되기까지:
TID_RAID_BOSS_ENRAGE_WARNING_4,<cffffffff>천하무적</c> 보스가 되기까지:
TID_HERO_INFO_LOCKED_INFO_SHORT,브롤 상자를\n열어 잠금 해제
TID_ROBO_WARS_1,스웨덴 공장
TID_ROBO_WARS_INTRO_TEXT,적 기지를 파괴하세요!
TID_ROBO_WARS_SCRAP,볼트:
TID_ROBO_WARS_OWN_ROBO_SPAWNED_0,<c998888ff>내 팀</c>이 시즈 로봇을 조립했습니다!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0,<c99dd3333>적 팀</c>이 시즈 로봇을 조립했습니다!
TID_ROBO_WARS_OWN_ROBO_SPAWNED_1,<c998888ff>내 팀</c>이 <c99bb22bb>화난 로보</c>를 만들었습니다!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1,<c99dd3333>적 팀</c>이 <c99bb22bb>화난 로보</c>를 만들었습니다!
TID_ROBO_WARS_OWN_ROBO_SPAWNED_2,<c998888ff>내 팀</c>이 <c99bb2222>분노한 로보</c>를 만들었습니다!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2,<c99dd3333>적 팀</c>이 <c99bb2222>분노한 로보</c>를 만들었습니다!
TID_ROBO_WARS_OWN_ROBO_SPAWNED_3,<c998888ff>내 팀</c>이 <c99bbbb22>격분한 로보</c>를 만들었습니다!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3,<c99dd3333>적 팀</c>이 <c99bbbb22>격분한 로보</c>를 만들었습니다!
TID_ROBO_WARS_SCRAP_AMOUNT,<v1>/<v2>
TID_BRAWL_BOX_INFO,전투에서 <c33a5d7>토큰 <COUNT>개</c>를 모아 이 브롤 상자를 여세요!
TID_STAR_BOX_INFO,다양한 이벤트에서 첫 승을 거둬 <cff8E1b>스타 토큰 <COUNT>개</c>를 모아 이 대형 상자를 여세요!
TID_ALLIANCE_LOCATION,클럽 지역
TID_LOCATION_TITLE,지역 선택
TID_SETTINGS_LOCATION,지역
TID_REGION_INT,전 세계
TID_POPUP_CHANGE_LOCATION_TITLE,지역 변경
TID_POPUP_CHANGE_LOCATION,정말로 지역을 변경할까요? 지역은 하루에 한 번만 변경할 수 있습니다.
