TID,FR
TID_TEAM_POPOVER_YOUR_ROOM,C'est votre équipe.
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,Cette équipe n'est pas en train de combattre.
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,Vous appartenez déjà à cette équipe.
TID_TEAM_AD_JOIN_FAIL_FULL,Cette équipe est au complet.
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,Impossible de démarrer la partie. Vous n'avez pas assez de tickets.
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,Les équipes ne sont pas disponibles pour cet événement.
TID_GAME_MODE_UNLOCKED,DÉBLOQUÉ
TID_ERROR_SPECTATE_DISABLED,Le replay est temporairement indisponible en raison de problèmes techniques.
TID_SPECTATE_FOLLOW,Appuyez pour regarder :
TID_SPECTATE_FOLLOWING,Regarder :
TID_FIRST_WIN_INFO_TICKETED_EVENT,Gagnez un <cff8E1b>jeton star</c> grâce à votre premier combat.
TID_FIRST_WIN_INFO_TEAM_SURVIVAL,Gagnez un <cff8E1b>jeton star</c> grâce au premier combat dans lequel vous finissez parmi les deux premiers.
TID_FIRST_WIN_INFO_SURVIVAL_COMBINED,"Affrontez d'autres joueurs et finissez parmi les quatre premiers en solo, ou les deux premiers en duo, pour gagner un <cff8E1b>jeton star</c>."
TID_CONNECTING_WAIT_FOR_SPECTATE,En attente du replay...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,REGARDEZ UNE PUB ET\nDOUBLEZ UNE RÉCOMPENSE !\n<VIEWCOUNTREM> publicités restantes pour aujourd'hui
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,REGARDEZ UNE PUB ET\nDOUBLEZ UNE RÉCOMPENSE !\n<VIEWCOUNTREM> publicité restante pour aujourd'hui
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,Gagnez plus de récompenses !\n<VIEWCOUNTREM> publicités restantes pour aujourd'hui
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,Gagnez plus de récompenses !\n<VIEWCOUNTREM> publicité restante pour aujourd'hui
TID_CANNON_DAMAGE,Dégâts du canon
TID_CANNON_HEALTH,Santé du canon
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,Ce joueur a trop de demandes en attente. Veuillez réessayer plus tard.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,Vous avez envoyé trop de demandes. Supprimez-en une et réessayez.
TID_ADD_FRIEND_ERROR_GENERIC,Impossible d'envoyer la demande. Veuillez réessayer plus tard.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,Le joueur que vous voulez ajouter n'existe pas.
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Vous ne pouvez pas devenir votre propre ami !
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,Votre ami a trop d'amis. Veuillez réessayer plus tard.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,Vous avez trop d'amis. Retirez un ami de votre liste pour en ajouter de nouveaux.
TID_HINT_26,Penny peut infliger beaucoup de dégâts avec son attaque si ses ennemis sont alignés.
TID_HINT_27,Créer une équipe avant un combat vous permet de mettre au point votre stratégie et de choisir une bonne combinaison de brawlers.
TID_HINT_28,"En jouant dans des parties amicales, vous pouvez vous entraîner pour les événements, créer des compétitions amicales et plus encore !"
TID_HINT_29,"Après un bon combat entre nouveaux équipiers, vous pouvez appuyer sur Rejouer pour relancer une partie avec eux !"
TID_HINT_30,Les combats amicaux vous permettent de choisir n'importe quel événement ou carte. Les brawlers seront au niveau maximum !
TID_HINT_31,"Frank doit marquer un arrêt avant d'utiliser son attaque ou son super, vous laissant une chance de vous mettre hors de portée."
TID_EXPERIENCE,EXPÉRIENCE
TID_HINT_32,"Les événements à tickets ne font pas diminuer la barre de jetons. Pour y accéder, il vous faut des tickets."
TID_HINT_33,Vous pouvez inviter des membres du club à devenir des amis à partir de la liste des membres du club.
TID_HINT_34,Vous pouvez demander aux joueurs de votre équipe de devenir vos amis.
TID_HINT_35,"Après quelques combats avec un équipier, vous pouvez lui demander de devenir votre ami depuis la liste de suggestions d'amis."
TID_HINT_36,Vous pouvez demander aux joueurs de votre équipe de devenir vos amis.
TID_HINT_37,Vous pouvez utiliser le bouton pour publier votre équipe auprès de vos amis et membres du club.
TID_COOP_GENERATED,Arène des robots
TID_MECHANIC_KNIGHT_SKIN,JESSIE CHEVALIER DRAGON
TID_FRANK_CAVEMAN_SKIN,FRANK DES CAVERNES
TID_SOLO,SOLO
TID_DUO,DUO
TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL,Votre liste d'amis est pleine !
TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY,"Trop d'invitations en cours, veuillez réessayer plus tard."
TID_INVITE_FRIEND_TOKEN_ERROR,Erreur lors de l'invitation d'amis
TID_GOLDRUSH_9,Mare sombre
TID_TEAM_JOIN_FINISH_TUTORIAL,Finissez le tutoriel pour rejoindre une équipe.
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE,Échec de la connexion
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED,La version bêta de Brawl Stars n'est pas disponible dans votre pays. Revenez plus tard !
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON,O.K.
TID_CROW_PHEONIX_SKIN,CORBAC LE PHÉNIX
TID_MECHANIC_SUMMER_SKIN,JESSIE ESTIVALE
TID_HERO_SCREEN_DIM_COLOR_MUL,222222
TID_FREE_BOX_AVAILABLE_0,Votre récompense gratuite vous attend !
TID_FREE_BOX_AVAILABLE_1,Récupérez votre récompense gratuite !
TID_FREE_BOX_AVAILABLE_2,Récupérez votre récompense gratuite avant qu'elle ne disparaisse !
TID_FREE_BOX_AVAILABLE_3,Des récompenses gratuites vous attendent !
TID_FREE_BOX_AVAILABLE_4,Obtenez votre récompense gratuite !
TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP,COLT\nLE ROCKEUR
TID_ROCKET_BEACH_SKIN_SHOP,BROCK\nÀ LA PLAGE
TID_CACTUS_PINK_SKIN_SHOP_OLD,SPIKE\nROSE
TID_SHAMAN_PANDA_SKIN_SHOP,NITA\nPANDA
TID_CROW_WHITE_SKIN_SHOP,CORBAC\nBLANC
TID_BULL_HAIR_SKIN_SHOP,BULL\nLE VIKING
TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD,RICOCHET\nMÉDAILLE D'OR
TID_BARKEEP_GOLD_SKIN_SHOP,BARTABA\nD'OR
TID_LUCHADOR_RUDO_SKIN_SHOP,EL GRO\nCOSTO
TID_SHOTGUN_BANDITA_SKIN_SHOP,SHELLY\nBANDITA
TID_LUCHADOR_KING_SKIN_SHOP,EL REY\nCOSTO
TID_MECHANIC_KNIGHT_SKIN_SHOP,JESSIE\nCHEVALIER DRAGON
TID_FRANK_CAVEMAN_SKIN_SHOP,FRANK\nDES CAVERNES
TID_MECHANIC_SUMMER_SKIN_SHOP,JESSIE\nESTIVALE
TID_CROW_PHEONIX_SKIN_SHOP,CORBAC\nLE PHÉNIX
TID_GOLDRUSH_10,Chambre d'écho
TID_BANKHEIST_5,Escrime élégante
TID_BATTLE_ROYALE_D7,Fashion victime
TID_BATTLE_ROYALE_8,Soucoupe volante
TID_BATTLE_ROYALE_6,Caverne bouillonnante
TID_CLAN_CHAT_JUMP_TO_NEW,<count> nouveaux messages
TID_CLAN_CHAT_NEW,NOUVEAU
TID_BANKHEIST_6,À la caisse
TID_GOLDRUSH_11,Mine inondée
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID,Téléchargez la version bêta de Brawl Stars (disponible dans certains pays seulement) depuis le Google Play Store. Les appareils débridés ne sont pas compatibles. Revenez plus tard !
TID_RATE_APP_MESSAGE_ANDROID,Notez Brawl Stars dans le Play Store et donnez-nous votre avis !
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE,Nouvelle connexion Google Play
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT,Voulez-vous sauvegarder votre partie sur ce compte Google Play ?
TID_SHOWDOWN_END,SURVIVANT
TID_SETTINGS_FIXES_JOYSTICK,CONTRÔLE DE MOUVEMENT BLOQUÉ
TID_SETTINGS_SC_ID,SUPERCELL ID
TID_LANGUAGE_LOCALIZED_NAME,Français
TID_POPUP_CHANGE_LANGUAGE_TITLE,Modifier la langue ?
TID_POPUP_CHANGE_LANGUAGE,Voulez-vous vraiment changer la langue ?
TID_SKIN_RARITY_1,<cffffff>Commun</c>
TID_SKIN_RARITY_2,<c0070dd>Rare</c>
TID_SKIN_RARITY_3,<ca335ee>Épique</c>
TID_SKIN_RARITY_4,<cff8000>Légendaire</c>
TID_BANKHEIST_7,Corridor des cactus
TID_BATTLE_ROYALE_9,Vent d'ouest
TID_BATTLE_ROYALE_10,Dune glissante
TID_NO_FRIENDS_GO_TO_FRIENDS,Voir amis
TID_EVENT_MODIFIER_1,BOISSON ÉNERGISANTE
TID_EVENT_MODIFIER_2,ROBOT EN COLÈRE
TID_EVENT_MODIFIER_3,PLUIE DE MÉTÉORITES
TID_EVENT_MODIFIER_4,VOLEUR DE VIE
TID_EVENT_MODIFIER_DESC_1,Récupérez une boisson énergisante pour donner un énorme boost à l'attaque de votre brawler et accélérer sa vitesse de déplacement pendant un court moment.
TID_EVENT_MODIFIER_DESC_2,Un robot en colère fera son apparition et attaquera le premier brawler venu. Attention !
TID_EVENT_MODIFIER_DESC_3,Ce n'est pas une pluie de météorites qu'on peut admirer tranquillement. Bonne chance pour ne pas vous en prendre une sur la tête...
TID_BALL_4,Champs sournois
TID_EVENT_MODIFIER_DESC_4,"Vous perdez de la santé en permanence, mais vous pouvez la restaurer en infligeant des dégâts aux brawlers ennemis. Éliminer un ennemi restaure toute votre santé ! Toutes les capacités de soins sont moins puissantes."
TID_BALL_5,Fort BB
TID_BALL_6,Stade des brawlers
TID_BALL_7,Gare aux flaques
TID_BANKHEIST_8,Tunnel d'os
TID_EVENT_MODIFIER_DESC_3_SD,Mieux vaut ne pas se tenir groupé avec ses amis quand des rochers tombent du ciel.
TID_DEFEATED_SHOWDOWN,Vaincu
TID_OFFER_WATCH_AD,REGARDER
TID_ERROR_REPLAY_DISABLED,Le replay n'est pas disponible.
TID_WANTED_9,Grand canal
TID_HOOK,D'JINN
TID_STAR_KEY_INFO_EXTENSION,\n\nLes jetons star servent à ouvrir les grosses boîtes.
TID_TEAM_OWNER_TEXT,Équipe de : <NAME>
TID_SPECTATE_AUTO,Automatique
TID_BATTLE_ROYALE_11,Arc-tention !
TID_FRIEND_POPOVER_INVITE,INVITATION À L'ÉQUIPE
TID_TEAM_ERROR_ALREADY_IN_ROOM,Ce joueur est déjà dans l'équipe.
TID_TEAM_ERROR_ALREADY_INVITED,Ce joueur a déjà été invité.
TID_BATTLE_ROYALE_D2,Plaines orageuses
TID_UNDERTAKER_GREASER_SKIN,MORTIS ROCKABILLY
TID_COMMUNITY_PROPS,Carte de communauté !\n\nConçue par :\n<cff8000><CREDIT></c>
TID_BATTLE_ROYALE_12,Labyrinthe
TID_TEAM_INVITE_ALREADY_IN_TEAM,Ce joueur est déjà dans une équipe.
TID_HINT_38,Un cercle bleu qui tourne aux pieds d'un brawler montre que leur super est prêt.
TID_HINT_39,Un cercle jaune qui tourne aux pieds d'un brawler montre qu'il est en train de viser avec son super.
TID_EVENT_NOT_AVAILABLE,Pas d'événement
TID_SHOP_OFFER_PURCHASE_AD_NOT_AVAILABLE,Aucune vidéo disponible. Veuillez réessayer plus tard.
TID_SHOP_NOT_AVAILABLE,non disponible
TID_UNDERTAKER_GREASER_SKIN_SHOP,MORTIS\nROCKABILLY
TID_HINT_40,Connectez-vous à Supercell ID dans les Paramètres pour sécuriser votre compte et jouer sur plusieurs appareils. Vous recevrez un skin gratuit !
TID_GACHA_VIDEO_REWARD_RECEIVED,Récompenses supplémentaires !
TID_BUTTON_NAVI_SHOP,MAGASIN
TID_BUTTON_NAVI_SOCIAL,SOCIAL
TID_BUTTON_NAVI_BRAWLERS,BRAWLERS
TID_BRAWL_TICKETS_BUTTON,JOUER
TID_HOME_SCREEN_INVITE,INVITER
TID_HINT_41,Les trophées de chacun de vos brawlers sont additionnés pour donner votre total de trophées.
TID_GOAL,<name> a marqué !
TID_EVENT_MODIFIER_5,MANGEZ-MOI
TID_EVENT_MODIFIER_DESC_5,Les champignons de soin poussent de partout. Ils soignent pendant un moment tout ce qui se trouve à proximité.
TID_EVENT_MODIFIER_DESC_5_SD,Les champignons de soin poussent de partout. Vous regrouper avec vos amis les empêche de pousser.
TID_NINJA,LÉON
TID_ANIMAL,ANIMAL
TID_HINT_42,"Quand votre brawler n'attaque pas ou subit des dégâts, il ou elle peut régénérer sa santé."
TID_HOOK_SHORT_DESC,RENFORT
TID_HOOK_DESC,D'jinn tire un projectile avec sa lampe magique. Son super est une main magique qui attrape les ennemis à proximité !
TID_SPEC_ABI_HOOK,Tour de magie
TID_SPEC_ABI_HOOK_DESC,D'jinn régénère <c00cc00><VALUE1></c> points de la santé de ses alliés par seconde.
TID_HOOK_WEAPON,COUP DE FUMÉE
TID_HOOK_ULTI,TOUR DE MAIN
TID_HOOK_WEAPON_DESC,"D'jinn tire une boule de fumée magique avec sa lampe. Si la fumée n'atteint personne, elle se divise, créant un cône de dégâts."
TID_HOOK_ULTI_DESC,"Une main magique sort de la lampe de D'jinn. Si la main attrape un ennemi, il sera ramené vers D'jinn."
TID_CLUSTER_BOMB_DUDE_SHORT_DESC,Gars sympa
TID_CLUSTER_BOMB_DUDE_DESC,Un gars sympa qui flotte au-dessus des eaux grâce à son hoverboard.
TID_SPEC_ABI_HOVERBOARD,Hoverboard surchargé
TID_SPEC_ABI_HOVERBOARD_DESC,"Quand l'hoverboard avec toutes ses munitions est surchargé, le brawler se déplace plus vite."
TID_CLUSTER_BOMB_DUDE_WEAPON,Pistolet mitrailleur
TID_CLUSTER_BOMB_DUDE_ULTI,Grappe de bombes
TID_CLUSTER_BOMB_DUDE_WEAPON_DESC,Tir rapide
TID_CLUSTER_BOMB_DUDE_ULTI_DESC,Boum !
TID_NINJA_SHORT_DESC,ASSASSIN FURTIF
TID_NINJA_DESC,"Léon lance une salve rapide de lames acérées. Quand il active son super, il lance un fumigène qui le rend invisible pendant un petit moment."
TID_SPEC_ABI_SPEED_INVISIBLE,Fumée sans feu
TID_SPEC_ABI_SPEED_INVISIBLE_DESC,"Quand il utilise son super, Léon est invisible et plus rapide pendant une courte période de temps."
TID_NINJA_WEAPON,LAMES TOURNANTES
TID_NINJA_ULTI,FUMIGÈNE
TID_NINJA_WEAPON_DESC,"Léon lance quatre lames tournantes. Plus l'adversaire est loin, plus ces lames perdent de leur tranchant."
TID_NINJA_ULTI_DESC,Léon est invisible pendant 8 secondes. Attaquer le rend de nouveau visible ; les ennemis proches de lui peuvent le discerner.
TID_ANIMAL_SHORT_DESC,Paladin
TID_ANIMAL_DESC,Peut protéger l'équipe et encaisser beaucoup de dégâts.
TID_SPEC_ABI_HEAL_FOREST,Maître des buissons
TID_SPEC_ABI_HEAL_FOREST_DESC,Soigne <c00cc00><VALUE1></c> points de santé par seconde dans les buissons.
TID_ANIMAL_WEAPON,Griffes
TID_ANIMAL_ULTI,Cuir épais
TID_ANIMAL_WEAPON_DESC,Attaque avec ses griffes plusieurs fois.
TID_ANIMAL_ULTI_DESC,"La peau devient très résistante pendant cinq secondes, diminuant les dégâts reçus de 50 %."
TID_STAT_DAMAGE_PER_CLUSTER,Dégâts par grappe
TID_STAT_DAMAGE_PER_SHURIKEN,Dégâts par lame à courte portée
TID_STAT_INVISIBLE,Fumigène
TID_STAT_SHIELD,Bouclier
TID_SELECT_HERO_INFO_RAID_BOSS,<c2288ff>Joueurs vs boss</c>
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS,Trois joueurs vs boss robot
TID_GAME_MODE_10,COMBAT DE BOSS
TID_RAID_BOSS_INTRO_TEXT,Éliminez le boss.
TID_RAID_1,Arène du boss robot
TID_GAME_MODE_10_DESC,"Pourrez-vous venir à bout du boss robot ? Coopérez avec deux équipiers pour l'éliminer. Vous pouvez revenir au combat tant qu'au moins un de vos équipiers est en jeu. Si vous êtes tous éliminés, c'est terminé !\n\nLe niveau de difficulté des combats de boss augmente, de normal jusqu'à maniaque, chaque fois que vous battez le boss du plus haut niveau de difficulté que vous avez atteint."
TID_TEAM_MATE_GONE,<ccccc00>Équipier éliminé !</c>
TID_ALL_TEAM_MATES_GONE,<cee0000>Deux équipiers éliminés !</c>
TID_RAID_BOSS_ENRAGE_1,<c99bb22bb>Le boss n'est pas content !</c>
TID_RAID_BOSS_ENRAGE_2,<c99bb2222>Le boss est furax !</c>
TID_RAID_BOSS_ENRAGE_3,<c99bbbb22>Le boss est furax !</c>
TID_RAID_BOSS_DIFFICULTY_0,Normal
TID_RAID_BOSS_DIFFICULTY_1,Difficile
TID_RAID_BOSS_DIFFICULTY_2,Expert
TID_RAID_BOSS_DIFFICULTY_3,Maître
TID_RAID_BOSS_DIFFICULTY_4,Maniaque
TID_RAID_BOSS_DIFFICULTY_5,Maniaque II
TID_RAID_BOSS_DIFFICULTY_6,Maniaque III
TID_RAID_BOSS_DIFFICULTY_7,Maniaque IV
TID_RAID_BOSS_DIFFICULTY_8,Maniaque V
TID_RAID_BOSS_DIFFICULTY_9,Maniaque VI
TID_RAID_BOSS_DIFFICULTY_10,Maniaque VII
TID_RAID_BOSS_DIFFICULTY_11,Maniaque VIII
TID_RAID_BOSS_DIFFICULTY_12,Maniaque IX
TID_RAID_BOSS_DIFFICULTY_13,Maniaque X
TID_RAID_BOSS_DIFFICULTY_14,Maniaque XI
TID_RAID_BOSS_DIFFICULTY_15,Maniaque XII
TID_RAID_BOSS_DIFFICULTY_16,Maniaque XIII
TID_RAID_BOSS_DIFFICULTY_17,Maniaque XIV
TID_RAID_BOSS_DIFFICULTY_18,Maniaque XV
TID_RAID_BOSS_DIFFICULTY_19,Maniaque XVI
TID_MODES_NEW_EVENT,NOUVEL ÉVÉNEMENT
TID_MODES_NEW_EVENTS,NOUVEAUX ÉVÉNEMENTS !
TID_TEAM_MEMBER_STATUS_NEW_0,<c999999>HORS LIGNE</c>
TID_TEAM_MEMBER_STATUS_NEW_1,EN COMBAT
TID_TEAM_MEMBER_STATUS_NEW_2,ABSENT
TID_TEAM_MEMBER_STATUS_NEW_4,RECHERCHE
TID_TEAM_MEMBER_STATUS_NEW_5,FIN DE PARTIE
TID_TEAM_MEMBER_STATUS_NEW_6,<c999999>HORS LIGNE</c>
TID_TEAM_MEMBER_STATUS_NEW_7,SPECTATEUR
TID_TEAM_MEMBER_STATUS_NEW_8,ENTRAÎNEMENT
TID_TEAM_MEMBER_STATUS_NEW_9,ÉCRIT...
TID_TEAM_MEMBER_STATUS_NEW_10,CHOIX DU BRAWLER
TID_TEAM_MEMBER_STATUS_NEW_11,CHOIX DE L'ÉVÉNEMENT
TID_TEAM_MEMBER_STATUS_NEW_READY,PRÊT
TID_BUTTON_SPECTATE,REGARDER
TID_NEW_EVENT_IN,Nouvel événement dans : <TIME>
TID_NEW_EVENT_NOW,NOUVEL ÉVÉNEMENT DISPONIBLE
TID_SHOP_TITLE,MAGASIN
TID_SELECT_EVENT_TITLE,CHOIX DE L'ÉVÉNEMENT
TID_HERO_LIST_LABEL_NEW,BRAWLERS <c53C5F7>(<COUNT>/<TOTAL>)</c>
TID_KEY_COUNTER,<VALUE><c7984a8>/<MAX></c>
TID_ONLINE_TAB_1,JOUEURS EN LIGNE
TID_ONLINE_TAB_2,CHAT D'ÉQUIPE
TID_ONLINE_TAB_3,CHAT DU CLUB
TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE,Accédez au chat du club en rejoignant un club.
TID_TEAM_CHAT_TAB_NOT_IN_TEAM,Accédez au chat d'équipe en rejoignant une équipe de joueurs.
TID_NO_BAND_GO_TO_BANDS,Voir les clubs
TID_SHARE_TEAM_CODE_NO_CODE,Veuillez patienter pendant qu'un code à partager est créé.
TID_TEAM_TEAMCODE_YOURS,Code de votre équipe
TID_BACK_BUTTON,QUITTER L'ÉQUIPE
TID_BARLEY_WIZARD_SKIN,BARTABA SORCIER
TID_EVENT_LOCKED_TROPHIES,Gagnez plus de trophées pour débloquer cet événement.
TID_SHOTGUN_STAR_SKIN,SHELLY STAR
TID_PARTY_MODE_TITLE,COMBAT AMICAL
TID_BUTTON_PARTY_MODE,CRÉER
TID_LEAVE_TEAM_TITLE,ÉQUIPE
TID_LEAVE_TEAM_TXT,QUITTER
TID_PARTY_MODE_DESC,"Il n'y a pas de trophées à gagner dans les combats amicaux. Vous pouvez vous entraîner pour les événements ou lancer une compétition amicale.\n\nDans les combats amicaux, tous les brawlers sont améliorés au maximum."
TID_HEROES_TO_BE_UNLOCKED,BRAWLERS À DÉBLOQUER
TID_NITA_REINDEER_SKIN,NITA AU NEZ ROUGE
TID_PENNY_ELF_SKIN,PENNY VENT D'HIVER
TID_DYNAMIKE_SANTA_SKIN,MIKE NOËL
TID_DYNAMIKE_CHEF_SKIN,MIKE CORSÉ
TID_BROCK_BOOMBOX_SKIN,BROCK DANSE LE MIA
TID_EVENT_SLOT_NAME_1,RAZZIA DE GEMMES
TID_EVENT_SLOT_NAME_2,SURVIVANT
TID_EVENT_SLOT_NAME_3,ÉVÉNEMENTS QUOTIDIENS
TID_EVENT_SLOT_NAME_4,ÉVÉNEMENTS SPÉCIAUX
TID_EVENT_SLOT_NAME_7,ÉVÉNEMENTS À TICKETS
TID_PENNY_ELF_SKIN_SHOP,PENNY\nVENT D'HIVER
TID_DYNAMIKE_SANTA_SKIN_SHOP,MIKE NOËL
TID_DYNAMIKE_CHEF_SKIN_SHOP,MIKE CORSÉ
TID_BROCK_BOOMBOX_SKIN_SHOP,BROCK\nDANSE LE MIA
TID_NITA_REINDEER_SKIN_SHOP,NITA\nAU NEZ ROUGE
TID_EVENT_STARTS_IN,Début de l'événement : <TIME>
TID_UNDERTAKER_HAT_SKIN,MORTIS DANDY
TID_CREATE_ROOM_CODE,CRÉER CODE D'ÉQUIPE
TID_EVENT_LOCKED_TEAM,Les équipes ne sont pas disponibles pour cet événement.
TID_EVENT_PREVIEW_TITLE,INFOS ÉVÉNEMENT
TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO,Survivez dans l'arène
TID_GAME_MODE_6_SOLO_DUO_DESC,"Entrez dans l'arène seul ou avec un partenaire. Le dernier survivant gagne !\n\nRécupérez des cubes de pouvoir pour augmenter votre santé et les dégâts causés par vos attaques. Les nuages de poison se rapprochent, alors soyez toujours en mouvement !"
TID_INVITE_PENDING,INVITATION
TID_JOIN_REQUEST_PENDING,EN ATTENTE :
TID_GOAL_MATCH_OVER,<name> a marqué !\nLe match est terminé.
TID_GOLDRUSH_XMAS_1,Fort neigeux
TID_GOLDRUSH_XMAS_2,Air de fête
TID_GOLDRUSH_XMAS_3,Bataille de boules de neige
TID_GOLDRUSH_XMAS_4,Rocher glacé
TID_GOLDRUSH_XMAS_5,Siège enneigé
TID_GOLDRUSH_XMAS_6,Paquet cadeau
TID_GOLDRUSH_XMAS_7,Sapin d'épices
TID_GOLDRUSH_XMAS_8,Lac gelé
TID_GOLDRUSH_XMAS_9,Cristaux de givre
TID_GOLDRUSH_XMAS_10,Chasse au trésor
TID_RAID_BOSS_DIFFICULTY_CAP,"Votre niveau de difficulté a été baissé pour correspondre à celui de votre équipe. Combattre à un niveau de difficulté plus bas ne vous coûtera aucun ticket, mais vous ne recevrez des récompenses qu'en combattant un boss à votre niveau."
TID_RAID_BOSS_DIFFICULTY,Difficulté :
TID_BOSS_3,Intraitable
TID_BOSS_4,Équipant
TID_BOSS_5,Enrageant
TID_BOSS_6,Poursuite
TID_COOP_3,Défenseurs de coffre
TID_COOP_4,Cambrousse
TID_COOP_5,Embouché
TID_COOP_6,Prudence
TID_RAID_2,Zone des machines
TID_RAID_3,Ferraille
TID_BUTTON_INVITE_PLAYER,INVITER
TID_BUTTON_JOIN_TEAM,DEMANDER À REJOINDRE
TID_BUTTON_TEAM_FULL,AU COMPLET
TID_DECIMAL_MARK,","
TID_RARITY_HEADER_0,RÉCOMPENSE DE TROPHÉES
TID_RARITY_HEADER_1,RARE
TID_RARITY_HEADER_2,SUPER RARE
TID_RARITY_HEADER_3,ÉPIQUE
TID_RARITY_HEADER_4,MYTHIQUE
TID_RARITY_HEADER_5,LÉGENDAIRE
TID_SETTINGS_KAKAO,AMIS KAKAO
TID_HERO_INFO_LEVEL_WITH_NUMBER,POUVOIR <NUMBER>
TID_IN_YOUR_TEAM,VOTRE ÉQUIPE
TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL,Envoi de la demande impossible : votre équipe est au complet.
TID_EVENT_ENDS_IN,Fin de l'événement dans : <TIME>
TID_EVENT_LOCKED_CAN_CLAIM_WARNING,Débloquez l'événement depuis la page de progression des trophées.
TID_EVENT_LOCKED_CAN_CLAIM,Félicitations ! Vous pouvez maintenant débloquer l'événement depuis la page de progression des trophées.
TID_BATTLE_ROYALE_3D,Vallée de la mort
TID_BATTLE_ROYALE_7D,Vallée rocheuse
TID_WANTED_4D,Cap vénéneux
TID_GOLDRUSH_3D,Grotte aux champignons
TID_WEEKEND_OFFER,Offre du week-end
TID_EXCLUSIVE_OFFER,Offre exclusive
TID_EPIC_OFFER,Offre épique
TID_MEGA_OFFER,Mégaoffre
TID_FEATURED_OFFER,Offre à ne pas rater
TID_TAIPEI_OFFER,Offre du Taipei Game Show
TID_RAID_BOSS_ENRAGE_4,<c99ffffff>C'est le courroux du boss !</c>
TID_RAID_BOSS_ENRAGE_WARNING_1,Le boss se mettra <cffbb22bb>en colère</c> dans :
TID_RAID_BOSS_ENRAGE_WARNING_2,Le boss deviendra <cffbb2222>furieux</c> dans :
TID_RAID_BOSS_ENRAGE_WARNING_3,Le boss va devenir <cffbbbb22>enragé</c> dans :
TID_RAID_BOSS_ENRAGE_WARNING_4,Le boss va déchaîner son <cffffffff>courroux</c> dans :
TID_HERO_INFO_LOCKED_INFO_SHORT,Débloquez grâce aux boîtes Brawl
TID_ROBO_WARS_1,Siège suédois
TID_ROBO_WARS_INTRO_TEXT,Détruisez la base ennemie.
TID_ROBO_WARS_SCRAP,Boulons :
TID_ROBO_WARS_OWN_ROBO_SPAWNED_0,<c998888ff>Votre équipe</c> a construit un robot de siège.
