TID,RU
TID_ALLIANCE_JOIN_POST_TITLE,Предложи другу вступить в твой клуб!
TID_KEY_BAR_FULL,Есть жетоны (<VALUE>). Пора в бой!
TID_HOMESCREEN_MODE_LOCKED,"Собери трофеи <COUNT> трофеев, чтобы сражаться здесь!"
TID_GAMEROOMS_PLAYERS_ONLINE,ДРУЗЕЙ В СЕТИ: <count>
TID_ARTILLERY_DUDE_SHORT_DESC,СТРЕЛОК
TID_HAMMER_DUDE_SHORT_DESC,ТЯЖЕЛОВЕС
TID_HAMMER_DUDE_DESC,Взмах молота Фрэнка порождает ударную волну. Его неимоверно мощный Супер оглушает противников!
TID_HAMMER_DUDE_WEAPON,УДАР МОЛОТА
TID_HAMMER_DUDE_WEAPON_DESC,"Фрэнку нужно время, чтобы как следует размахнуться, но его удар настолько силён, что порождает взрывную волну."
TID_HAMMER_DUDE_ULTI,ОШЕЛОМЛЯЮЩИЙ УДАР
TID_HAMMER_DUDE_ULTI_DESC,"Грандиозный удар Фрэнка порождает взрывную волну, уничтожающую укрытия и на время оглушающую противников."
TID_SPEC_ABI_STEAL_SOULS2,Похищение силы
TID_SPEC_ABI_STEAL_SOULS2_DESC,"Фрэнк забирает силу поверженного врага, добавляя к своему урону <c00cc00><VALUE1> %</c> на <VALUE2> секунд!"
TID_ONLINE_FRIENDS_TITLE,ИГРОКИ В СЕТИ
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,Останьтесь последней в живых командой!
TID_VS_TEAM_SHOWDOWN,Все команды друг против друга!
TID_FIRST_WIN,ЗВЁЗДНЫЙ ЖЕТОН
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,Твоя команда лучше всех!
TID_HOMESCREEN_MODE_LOCKED_INFO,Разблокируется после получения <count> трофеев
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,ПУТЬ К СЛАВЕ
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,ЗАБРАТЬ
TID_LEAGUE_NAME_0,ДЕРЕВЯННАЯ
TID_LEAGUE_NAME_1,БРОНЗОВАЯ
TID_LEAGUE_NAME_2,СЕРЕБРЯНАЯ
TID_LEAGUE_NAME_3,ЗОЛОТАЯ
TID_LEAGUE_NAME_4,АЛМАЗНАЯ
TID_LEAGUE_NAME_5,МАСТЕРСКАЯ
TID_LEAGUE_NAME_6,ЭЛИТНАЯ
TID_LEAGUE_NAME_7,ЗВЁЗДНАЯ
TID_SPECIAL_EVENTS,СОБЫТИЕ ДНЯ
TID_SPECIAL_EVENT,Особое событие
TID_SPECIAL_EVENT_DESC,"Заходи каждый день, чтобы принять участие в событии дня!"
TID_SPECIAL_EVENTS_MOD,ОСОБОЕ СОБЫТИЕ
TID_SPECIAL_EVENT_MOD_DESC,Следи за появлением особых событий дня!
TID_PLAYING_AGAIN,Играть снова <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,Играть снова
TID_BRAWL_BOX_INFO_TITLE_1,СВЕДЕНИЯ О БОЛЬШОМ ЯЩИКЕ
TID_BRAWL_BOX_INFO_1,"Большой ящик содержит в 3 раза больше предметов, чем ящик, однако очки силы при этом распределяются между меньшим количеством бойцов.\n\nШансы получения наград:\n\nОчки силы с монетами — <NUM1> %.\nРедкий боец — <NUM2> %.\nСверхредкий боец — <NUM3> %.\nЭпический боец — <NUM4> %.\nМифический боец — <NUM5> %.\nЛегендарный боец — <NUM6> %.\nЗвёздная сила — <NUM7> %.\n\nВ добавок к этому шанс получения билетов событий составляет 25 %, кристаллов — 9 % и удвоителя жетонов — 3 %. Помни, что звёздную силу могут получить только бойцы, достигшие 9-го уровня. Как только все награды определенного типа (например, редкие бойцы) будут полностью открыты, шансы получения других наград возрастут. Удача: чтобы открывание ящиков было более справедливым, получение легендарных бойцов основано на принципе удачи. Каждый открытый ящик, в котором не было нового бойца, увеличит твою удачу, а каждый полученный из ящика боец уменьшит её, основываясь на редкости полученного бойца. Чем больше удача, тем выше шансы получить легендарного бойца, а чем она меньше, тем сложнее получить легендарного бойца. Наполнение ящиков в начале игры предопределено, чтобы у всех были одинаковые возможности на начальном этапе."
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,"Собери 10 звёздных жетонов, чтобы открыть большой ящик!"
TID_HERO_BUNDLE_19,Сокровище Пенни
TID_HERO_BUNDLE_20,Тайна Фрэнка
TID_KEY_BAR_INFO,"<c33a5d7>Жетоны</c>, которые можно заработать в боях.\n\nЖетоны нужны, чтобы открывать ящики."
TID_NEW_ONLINE_FRIEND,ИГРОК В СЕТИ
TID_NEW_GAME_ROOM,НОВАЯ КОМАНДА
TID_KEY_BAR_TITLE,"ЖЕТОНЫ, КОТОРЫЕ МОЖНО ДОБЫТЬ В БОЮ"
TID_PLAYAGAIN_QUIT,ВЫЙТИ
TID_BATTLE_END_WAITING,Ждём остальных
TID_ERROR_REPLAY_WAITING,Ожидание начала повтора
TID_ERROR_REPLAY_NOT_POSSIBLE,Повтор недоступен
TID_ERROR_SPECTATE_WAITING,Ожидание начала наблюдения
TID_ERROR_SPECTATE_NOT_POSSIBLE,Игрок сейчас не сражается
TID_BRAWL_TV_STARTING,Загрузка BrawlTV...
TID_ERROR_BRAWL_TV_WAITING,Ожидание включения BrawlTV
TID_BRAWL_TV_QUIT,BrawlTV <NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,На BrawlTV <NUM> ничего нет — переключение
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,Следующий через <NUM> с.
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,Автовоспроизведение
TID_FIRST_WIN_INFO_SURVIVAL,"Получи <cff8E1b>звёздный жетон</c> за первый бой против других игроков, в котором ты попадёшь в четверку лидеров."
TID_TEAM_POPOVER_YOUR_ROOM,Это твоя команда
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,Команда сейчас не сражается
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,Нельзя вступить. Ты уже в этой команде.
TID_TEAM_AD_JOIN_FAIL_FULL,"Нельзя вступить, команда уже набрана."
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,Невозможно начать игру. Не хватает билетов.
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,В этом событии командная игра не поддерживается.
TID_GAME_MODE_UNLOCKED,РАЗБЛОКИРОВАНО
TID_ERROR_SPECTATE_DISABLED,Наблюдение временно отключено по техническим причинам.
TID_SPECTATE_FOLLOW,Нажми для привязки:
TID_SPECTATE_FOLLOWING,Отслеживать:
TID_FIRST_WIN_INFO_TICKETED_EVENT,Получи <cff8E1b>звёздный жетон</c> в своём первом бою.
TID_FIRST_WIN_INFO_TEAM_SURVIVAL,"Получи <cff8E1b>звёздный жетон</c> за свой первый бой против других игроков, в котором ты попадёшь в четверку лидеров."
TID_FIRST_WIN_INFO_SURVIVAL_COMBINED,"Чтобы получить <cff8E1b>звёздный жетон</c>, попади в четвёрку лидеров в одиночном режиме или в двойку — в парном."
TID_CONNECTING_WAIT_FOR_SPECTATE,Ожидание наблюдения...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,СМОТРЕТЬ РЕКЛАМУ ДЛЯ\nУДВОЕНИЯ ОДНОЙ НАГРАДЫ!\nСегодня доступно ещё <VIEWCOUNTREM> просмотра.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,СМОТРЕТЬ РЕКЛАМУ ДЛЯ\nУДВОЕНИЯ ОДНОЙ НАГРАДЫ!\nСегодня доступен ещё <VIEWCOUNTREM> просмотр.
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,ПОЛУЧИ ЕЩЁ БОЛЬШЕ НАГРАД!\nСегодня доступно ещё <VIEWCOUNTREM> просмотра.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,ПОЛУЧИ ЕЩЁ БОЛЬШЕ НАГРАД!\nСегодня доступен ещё <VIEWCOUNTREM> просмотр.
TID_CANNON_DAMAGE,Урон пушки
TID_CANNON_HEALTH,Здоровье пушки
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,"У этого игрока слишком много запросов на дружбу, ожидающих ответа. Попробуй позже."
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,Тобой отправлено слишком много предложений дружить. Удали одно и попробуй снова.
TID_ADD_FRIEND_ERROR_GENERIC,Не удалось отправить предложение дружить. Попробуй позже.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,"Игрока, которого ты пытаешься добавить, не существует."
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Отправить предложение дружить себе же нельзя!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,У твоего друга слишком много друзей. Попробуй позже.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,"У тебя слишком много друзей. Удали кого-нибудь, чтобы добавить нового друга."
TID_HINT_26,"Пенни может нанести значительный урон своей разрывной атакой, когда все цели выстроены в ряд."
TID_HINT_27,"Собрав команду перед боем, можно обсудить план и подобрать выгодную комбинацию бойцов."
TID_HINT_28,"Попробуй сыграть дружескую игру для тренировки перед событиями, проведения дружеских соревнований и многого другого!"
TID_HINT_29,"После хорошей игры с новыми товарищами по команде можно нажать «Играть снова», чтобы сыграть вместе ещё раз!"
TID_HINT_30,"В дружеских боях можно выбрать любой режим и карту. Кроме того, бойцы будут полностью улучшены!"
TID_HINT_31,"Фрэнк перестаёт атаковать и использовать Супер, что даёт возможность его противникам покинуть его зону досягаемости."
TID_EXPERIENCE,ОПЫТ
TID_HINT_32,"В событиях по билетам не расходуются жетоны, но для игры в них тебе понадобятся билеты."
TID_HINT_33,Ты можешь предложить дружить участникам клуба на странице участников клуба.
TID_HINT_34,"Ты можешь предложить дружить участникам команды, в которой находишься."
TID_HINT_35,После пары-другой хороших игр вместе ты можешь предложить дружить товарищу по команде в разделе возможных друзей.
TID_HINT_36,"Ты можешь предложить дружить участникам команды, в которой находишься."
TID_HINT_37,"Чтобы сообщить о своей команде друзьям и участникам клуба, воспользуйся кнопкой «Сообщить»."
TID_COOP_GENERATED,Ревущая арена
TID_MECHANIC_KNIGHT_SKIN,ДЖЕССИ-ДРАКОНОБОРЕЦ
TID_FRANK_CAVEMAN_SKIN,ПЕЩЕРНЫЙ ЧЕЛОВЕК ФРЭНК
TID_SOLO,ОДИНОЧНОЕ
TID_DUO,ПАРНОЕ
TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL,Список друзей заполнен!
