TID,TR
TID_CACTUS_SHORT_DESC,KESKİN NİŞANCI
TID_BARKEEP_SHORT_DESC,ATICI
TID_MECHANIC_SHORT_DESC,SAVAŞÇI
TID_SHAMAN_SHORT_DESC,SAVAŞÇI
TID_UNDERTAKER_SHORT_DESC,HIZLI SUİKASTÇİ
TID_CROW_SHORT_DESC,ZEHİRLİ SUİKASTÇİ
TID_DEAD_MARIACHI_SHORT_DESC,ŞİFACI
TID_BOW_DUDE_SHORT_DESC,SAVAŞÇI
TID_SNIPER_SHORT_DESC,KESKİN NİŞANCI
TID_MINIGUN_DUDE_SHORT_DESC,ŞİFACI
TID_BLACK_HOLE_SHORT_DESC,AVCI
TID_BARREL_BOT_SHORT_DESC,AĞIR SIKLET
TID_CLAN_INTRO_SUGGESTED_CLANS,SENİN İÇİN ÖNERİLEN KULÜPLER
TID_CLAN_INTRO_CREATE_TITLE,KENDİ KULÜBÜNÜ KURMAYA NE DERSİN?
TID_CLAN_INTRO_HEADER,KULÜPLER
TID_CLAN_INFO_TITLE,KULÜP BİLGİLERİ
TID_CLAN_INFO_NO_DESCRIPTION,KULÜP TANIMI YOK
TID_EVENT_POPUP_TITLE,HAYDİ SAVAŞALIM!
TID_GOLDRUSH_8,Safir Düzlükler
TID_USE_AUTOFIRE_TUTORIAL,En yakın düşmana ateş etmek için <ccc0033>kırmızı düğmeye</c> dokun!
TID_BRAWL_BOX_INFO_2,"Tüm savaş kutuları şunlardan birini içerir: yeni bir savaşçı, bir yıldız gücü veya güç puanı + altın. Ayrıca bonus olarak jeton katlayıcı veya etkinlik bileti çıkabilir.\n\nÖdül şansları:\n\nGüç puanı + altın: %<NUM1>\nEnder savaşçı: %<NUM2>\nSüper ender savaşçı: %<NUM3>\nDestansı savaşçı: %<NUM4>\nGizemli savaşçı: %<NUM5>\nEfsanevi savaşçı: %<NUM6>\nYıldız gücü: %<NUM7>\n\nEk olarak her açışta %25 etkinlik bileti çıkma şansı, %9 elmas çıkma şansı, %3 jeton katlayıcı çıkma şansı vardır. Yıldız gücünün sadece 9. seviyeye ulaşan savaşçılarda kullanılabileceğini unutma. Belirli bir türdeki tüm ödülleri açtığında (örneğin tüm ender savaşçıları açtığında) diğer ödülleri alma şansın artar. Şans: Savaş kutusu açma sisteminin adil olması için efsanevi savaşçıların çıkma ihtimalini belirleyen bir şans sistemi var. Yeni bir savaşçı çıkmadığında, şans puanın artar ve yeni bir savaşçı çıktığında, çıkan savaşçının enderlik düzeyine göre şans puanın azalır. Şans puanın yeterince yüksekse efsanevi savaşçı çıkma ihtimali daha fazladır. Düşük şans puanıyla yeni efsanevi savaşçı çıkması zordur. İlk birkaç savaş kutusunun içeriği, oyunun herkes için adil başlaması için önceden belirlenmiştir."
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,AL
TID_PAGE_FRIENDS_TITLE,ARKADAŞLAR
TID_PAGE_FRIENDS_TITLE2,Arkadaşlarınla savaş!
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,Arkadaşlarınla oynamak için Facebook´a bağlan veya oyunda arkadaş bul!
TID_PAGE_FRIENDS_NO_FRIENDS,Arkadaşlarınla oynamak için Facebook´a bağlan veya oyunda arkadaş bul!
TID_FRIENDS_TITLE,<COUNT> arkadaş
TID_FRIENDS_TAB_1,ARKADAŞLAR
TID_FRIENDS_TAB_2,ÖNERİLEN
TID_FRIENDS_TAB_3,DAVETLER
TID_TOTAL,TOPLAM
TID_BRAWL_BOX_INFO_TITLE_2,SAVAŞ KUTUSU BİLGİLERİ
TID_BRAWL_BOX_INFO_TITLE_3,MEGA KUTU BİLGİLERİ
TID_BRAWL_BOX_INFO_3,"Mega Kutu, on savaş kutusu açmaya benzer ödüller verir. Ancak güç puanları daha az sayıda savaşçıya dağıtılır.\n\nOn rastgele çekiliş gerçekleşir ve her birinin ödül şansı şöyledir:\n\nGüç puanı + altın: %<NUM1>\nEnder savaşçı: %<NUM2>\nSüper ender savaşçı: %<NUM3>\nDestansı savaşçı: %<NUM4>\nGizemli savaşçı: %<NUM5>\nEfsanevi savaşçı: %<NUM6>\nYıldız gücü: %<NUM7>\n\nEk olarak her açışta %25 etkinlik bileti çıkma şansı, %9 elmas çıkma şansı, %3 jeton katlayıcı çıkma şansı vardır. Yıldız gücünün sadece 9. seviyeye ulaşan savaşçılarda kullanılabileceğini unutma. Belirli bir türdeki tüm ödülleri açtığında (örneğin tüm ender savaşçıları açtığında) diğer ödülleri alma şansın artar. Şans: Savaş kutusu açma sisteminin adil olması için efsanevi savaşçıların çıkma ihtimalini belirleyen bir şans sistemi var. Yeni bir savaşçı çıkmadığında, şans puanın artar ve yeni bir savaşçı çıktığında, çıkan savaşçının enderlik düzeyine göre şans puanın azalır. Şans puanın yeterince yüksekse efsanevi savaşçı çıkma ihtimali daha fazladır. Düşük şans puanıyla yeni efsanevi savaşçı çıkması zordur. İlk birkaç çekiliş, oyunun herkes için adil başlaması için önceden belirlenmiştir."
TID_HERO_BUNDLE_0,Shelly'nin Zulası
TID_HERO_BUNDLE_1,Colt'un Tabanca Kılıfı
TID_HERO_BUNDLE_2,Bull'un Çantası
TID_HERO_BUNDLE_3,Brock'un Kutusu
TID_HERO_BUNDLE_4,Ricochet'in Bankası
TID_HERO_BUNDLE_5,Spike'ın Ambarı
TID_HERO_BUNDLE_6,Barley'in Mahzeni
TID_HERO_BUNDLE_7,Jessie'nin Çöplüğü
TID_HERO_BUNDLE_8,Nita'nın Yuvası
TID_HERO_BUNDLE_9,Dynamike'ın Paketi
TID_HERO_BUNDLE_10,El Primo'nun Dolabı
TID_HERO_BUNDLE_11,Tabut Fırsatı
TID_HERO_BUNDLE_12,Crow'un Koleksiyonu
TID_HERO_BUNDLE_13,Poco'nun Kesesi
TID_HERO_BUNDLE_14,Bo'nun Hediyesi
TID_HERO_BUNDLE_15,Piper'ın Bastonu
TID_HERO_BUNDLE_16,Pam'in Cüzdanı
TID_HERO_BUNDLE_17,Tara'nın Sandığı
TID_HERO_BUNDLE_18,Darryl'in Fıçısı
TID_OFFER_ALSO_INCLUDES,TEKLİFE AYRICA
TID_OFFER_VALUE_TITLE,DEĞER
TID_OFFER_VALUE,+%<VALUE>
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,Nişan almak için <cff9900>sarı düğmeyi</c> sürükle!
TID_HERO_STATS_TITLE,SAVAŞÇI İSTATİSTİKLERİ
TID_GATCHA_SCREEN_ITEMS_REMAINING,KALAN ÖĞE:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,KALAN BONUS:
TID_GATCHA_SCREEN_YOU_GOT,ALDIKLARIN:
TID_GATCHA_SCREEN_BONUSES,BONUS ÖĞELER:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,AÇILDI!
TID_HERO_LIST_ITEM_UPGRADE,YÜKSELT
TID_SHOP_CLAMIMED,Alındı
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,Bu öğe zaten alındı
TID_ONLINE,ÇEVRİMİÇİ
TID_LEADERBOARD,LİDERLİK TABLOSU
TID_NOT_ENOUGH_TICKETS_INFO,\n\nBiletin yok. Bilet almak için dükkanı ziyaret edebilirsin!
TID_HERO_LIST_NEW,YENİ
TID_CLUSTER_BOMB_DUDE,UÇAN KAYKAY
TID_HAMMER_DUDE,FRANK
TID_HOLD_PHONE_LIKE_THIS,CİHAZINI BÖYLE TUT
TID_HINT_FINGER_TAP_TAP,DOKUN! DOKUN!
TID_HINT_FINGER_DRAG,NİŞAN ALMAK İÇİN ÇEK
TID_MOVE_HERE,Buraya git
TID_HINT_HEADER,İPUCU:
TID_HINT_0,En yakın düşmana hızlı saldırı yapmak için <ccc0033>kırmızı düğmeye</c> dokunabilirsin.
TID_HINT_1,En yakın düşmana süper saldırını yapmak için <cff9900>sarı düğmeye</c> dokunabilirsin.
TID_HINT_2,Atışlarını hedeflemek için <ccc0033>kırmızı düğmeyi</c> sürükle.
TID_HINT_3,Süper atışını hedeflemek için <cff9900>sarı düğmeyi</c> sürükle.
TID_HINT_4,Nişan aldığın bir atışı iptal etmek için düğmeyi ortaya geri getirebilirsin.
TID_HINT_5,"Eşleştirme, seçtiğin savaşçının kupa sayısına göre yapılır. Yeni açtığın savaşçılarla kupa kazanmak daha kolaydır."
TID_HINT_6,Yeni savaşçılar edinmek toplam kupa sayısını artırmayı ve ödül almayı kolaylaştırır.
TID_HINT_7,Piper'ın atışları ne kadar uzağa giderse o kadar fazla hasar verir.
TID_HINT_8,"Barley'in süper atışı, şişeler yakın yerlere düşeceğinden özellikle kısa mesafede büyük hasar verir."
TID_HINT_9,Rico'nun mermileri her sektiğinde biraz daha uzağa gider.
TID_HINT_10,Ateş etmek için ekranın sağ tarafındaki <ccc0033>kırmızı düğmeye</c> dokun.
TID_HINT_11,Hem normal hem de süper saldırıların iki atış modu vardır. Dokunarak hızlı atış yapabilir veya çekerek nişan alabilirsin.
TID_HINT_12,Hareket eden hedefleri vurmak için nişan almak işe yarar.
TID_HINT_13,"Hızlı atış, nişan almaya zamanının olmadığı acil atışlarda kullanışlıdır."
TID_HINT_14,"Hızlı atış, sana yakın olan düşmanlara karşı daha etkilidir."
TID_HINT_15,Çalıda saklandığın sırada sana çok yaklaşan düşmanlar seni görebilir.
TID_HINT_16,Hızlı atışla en yakın düşmana doğrudan ateş edersin. Düşmanın hareket halinde olması hesaba katılmaz.
TID_HINT_17,Çalılarda düşman olup olmadığını anlamak için nişan alarak çalılara ateş edebilirsin.
TID_HINT_18,"Hızlı atış, sabit duran düşmanlara karşı etkilidir."
TID_HINT_19,"Hızlı atış, sana doğru gelen veya senden uzaklaşmaya çalışan düşmanlara karşı etkilidir."
TID_HINT_20,Çalıda saklandığın sırada saldırı yapar veya hasar görürsen düşmanlar seni görür.
TID_HINT_21,Düşmanlardan saklanmak için çalıları kullanabilirsin.
TID_HINT_22,"Hızlı atışı kullandığında, görünen bir düşman yoksa bile ateş edersin."
TID_VS_TUTORIAL,Tüm <ce662f9>elmasları</c> topla
TID_USE_MANUAL_FIRE_TUTORIAL,Nişan almak için <ccc0033>kırmızı düğmeyi</c> sürükle!
TID_TUTORIAL_GOOD_JOB_2,Güzel! <cff6633>Turuncu çizgiler</c> cephanemizi gösterir. Her zaman elimden geldiğince hızlı dolduracağım!
TID_TUTORIAL_GOOD_JOB_3,Harika! Düşmanlara saldırdıkça <cff9900>süper saldırın</c> dolar!
TID_TUTORIAL_GOOD_JOB_4,Aferin!
TID_SPECTATE_PLAYER_BUTTON,İzle
TID_SPECTATE_FAILED,İzleme başarısız oldu
TID_ACCOUNT_DISABLED_TEXT,Hesap Devre Dışı Bırakıldı
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,"Bu hesap, bir silme talebi üzerine devre dışı bırakıldı ve kurtarılamaz."
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,"Bu hesap, uzun süredir aktif olmadığı için devre dışı bırakıldı ve kurtarılamaz."
TID_ACCOUNT_DELETION_WARNING_TITLE,Hesap Silme Uyarısı
TID_ACCOUNT_DELETION_WARNING_TEXT,"Hesabın, isteğin üzerine kısa bir süre içinde devre dışı bırakılacak. Fikrini değiştirdiysen Yardım ve Destek ile iletişime geçip isteğini iptal edebilirsin."
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,"Hesabın, isteğin üzerine kısa bir süre içinde devre dışı bırakılacak. Fikrini değiştirdiysen Yardım ve Destek ile iletişime geçip isteğini iptal edebilirsin."
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,Zaten bu kulüptesin!
TID_CONFIRM_CHANGE_CLAN_TITLE,Kulübünü değiştirmek istiyor musun?
TID_CONFIRM_CHANGE_CLAN,Zaten bir kulüptesin! Kulübünü değiştirmek istediğine emin misin?
TID_CONFIRM_CLAN_FULL_TITLE,Kulüp Dolu!
TID_CONFIRM_CLAN_FULL,<clan> adlı kulübe katılamadın. Kulüp dolu!
TID_BUTTON_CHANGE,Değiştir
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,Bir kulübe katılmak için eğitimi tamamla.
TID_CLAN_INTRO_INVITE,DAVET GÖNDER
TID_INVITE_CLAN_TOKEN_ERROR,Davet oluşturulurken bir hata oluştu.
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,Yalnızca kulüp başkanları yeni üye davet edebilir.
TID_FRIENDS_FACEBOOK_CONNECT,Bağlan
TID_FRIENDS_PAGE_INVITE,DAVET GÖNDER
TID_SHARE_GAME_ROOM_POST_MESSAGE,Brawl Stars'da <name> ile bir takıma katılmak için bu bağlantıya dokun!
TID_SHARE_GAME_ROOM_POST_TITLE,Takıma davet et
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,Takım kodu panoya kopyalandı!
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,Tamam
TID_TEAM_INVITE_BUTTON_LABEL,KOD GÖNDER
TID_TEAM_INVITE_EXPIRED,<NAME> tarafından gönderilen davetin süresi doldu
TID_TEAM_INVITATION_POPUP_TITLE,TAKIM DAVETİ
TID_TEAM_INVITATION_POPUP_ACCEPT,KABUL ET
TID_TEAM_INVITATION_POPUP_REJECT,REDDET
TID_TEAM_INVITATION_POPUP_MUTE,<NAME>\nADLI OYUNCUYU 10 DAKİKALIĞINA SESSİZE AL
TID_BATTLE_ROYALE_5,Bin Göl
TID_DAILY_COINS_COLLECTED_END_SCREEN,Savaş Jetonu\nbitti
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,Bu sürümde gerçek parayla satın alım yapılamaz.
TID_SHOP_CHINA_WARNING,Uyarı: Lütfen bilinçli oynayınız.
TID_GATCHA_AD_STATUS_VIEW,ÖDÜLLERDEN BİRİNİ İKİ KATINA ÇIKARMAK İÇİN\nREKLAM İZLEYEBİLİRSİN!
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,DAHA FAZLA ÖDÜL!
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,Kullanılan günlük izleme
TID_GATCHA_AD_STATUS_NO_VIDEO,Video yok
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,DEVAM
TID_AD_DOUBLER_TITLE,KATLANACAK ÖDÜLÜ SEÇ
TID_AD_DOUBLER_CONTINUE,DEVAM
TID_GATCHA_CONTINUE,DEVAM
TID_HINT_23,Bazı savaşçılar bazı haritalarda ve etkinliklerde diğerlerinden daha iyidir.
TID_HINT_24,Uzun menzilli savaşçılar genelde açık alanları olan haritalarda iyidir.
TID_HINT_25,Kısa menzilli savaşçılar genelde siper ve çalıların çok olduğu haritalarda iyidir.
TID_SPEC_ABI_SELF_DESTRUCT,Son Patlatan
TID_SPEC_ABI_SELF_DESTRUCT_DESC,"Penny'nin topu yok edildiğinde, son bir salvo atış yapar. Atışların her biri <c00cc00><VALUE1></c> hasar verir."
TID_EVENT_LIST_BRAWL,OYNA
TID_INVITE_COPIED_TO_CLIPBOARD,Davet bağlantısı panoya kopyalandı!
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,Tamam
TID_FRIEND_INVITE_POST_MESSAGE,<friend> adlı oyuncuyu Brawl Stars'da arkadaş olarak eklemek için bu bağlantıya dokun!
TID_FRIEND_INVITE_POST_TITLE,Bir arkadaşını davet et!
TID_ALLIANCE_JOIN_POST_MESSAGE,Brawl Stars'da kulübüme katılmak için bu bağlantıya dokun!
TID_ALLIANCE_JOIN_POST_TITLE,Bir arkadaşını kulübe davet et!
TID_KEY_BAR_FULL,<VALUE> jeton var. Savaş zamanı!
TID_HOMESCREEN_MODE_LOCKED,Burada savaşmak için <COUNT> toplam kupaya ulaş.
TID_GAMEROOMS_PLAYERS_ONLINE,<count> ARKADAŞIN ÇEVRİMİÇİ
TID_ARTILLERY_DUDE_SHORT_DESC,KESKİN NİŞANCI
TID_HAMMER_DUDE_SHORT_DESC,AĞIR SIKLET
TID_HAMMER_DUDE_DESC,"Frank düşmanlara çekiciyle saldırır ve bir şok dalgası gönderir. Süper saldırısı daha da güçlü, düşmanları sersemleten bir darbedir!"
TID_HAMMER_DUDE_WEAPON,SAĞLAM VURUŞ
TID_HAMMER_DUDE_WEAPON_DESC,"Frank, gerilip çekiciyle güçlü bir vuruş yapar ve darbeyle birlikte şok dalgaları gönderir."
TID_HAMMER_DUDE_ULTI,SARSICI VURUŞ
TID_HAMMER_DUDE_ULTI_DESC,"Bu en güçlü vuruşuyla Frank, siperleri parçalayan ve düşmanları sersemleten şok dalgaları gönderir."
TID_SPEC_ABI_STEAL_SOULS2,Ruh Toplayıcı
TID_SPEC_ABI_STEAL_SOULS2_DESC,Frank yendiği savaşçının gücünü çalar ve hasarını <VALUE2> saniyeliğine <c00cc00>%<VALUE1></c> artırır!
TID_ONLINE_FRIENDS_TITLE,ÇEVRİMİÇİ OYUNCULAR
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,Hayatta kalan takım ol!
TID_VS_TEAM_SHOWDOWN,Tüm takımlar birbirine karşı!
TID_FIRST_WIN,YILDIZ JETONU
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,Takımın 1. oldu!
TID_HOMESCREEN_MODE_LOCKED_INFO,<count> kupada açılır
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,KUPA YOLU
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,AL
TID_LEAGUE_NAME_0,TAHTA
TID_LEAGUE_NAME_1,BRONZ
TID_LEAGUE_NAME_2,GÜMÜŞ
TID_LEAGUE_NAME_3,ALTIN
TID_LEAGUE_NAME_4,ELMAS
TID_LEAGUE_NAME_5,USTA
TID_LEAGUE_NAME_6,ELİT
TID_LEAGUE_NAME_7,YILDIZ
TID_SPECIAL_EVENTS,GÜNLÜK ETKİNLİK
TID_SPECIAL_EVENT,Özel etkinlik:
TID_SPECIAL_EVENT_DESC,Günlük etkinliğe her gün bakmayı unutma!
TID_SPECIAL_EVENTS_MOD,ÖZEL ETKİNLİK
TID_SPECIAL_EVENT_MOD_DESC,Günün özel etkinliği için buraya düzenli olarak göz at!
TID_PLAYING_AGAIN,Tekrar oyna <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,Tekrar oyna
TID_BRAWL_BOX_INFO_TITLE_1,BÜYÜK KUTU BİLGİLERİ
TID_BRAWL_BOX_INFO_1,"Büyük kutu, üç savaş kutusu açmaya benzer ödüller verir. Ancak güç puanları daha az sayıda savaşçıya dağıtılır.\n\nÜç rastgele çekiliş gerçekleşir ve her birinin ödül şansı şöyledir:\n\nGüç puanı + altın: %<NUM1>\nEnder savaşçı: %<NUM2>\nSüper ender savaşçı: %<NUM3>\nDestansı savaşçı: %<NUM4>\nGizemli savaşçı: %<NUM5>\nEfsanevi savaşçı: %<NUM6>\nYıldız gücü: %<NUM7>\n\nEk olarak her açışta %25 etkinlik bileti çıkma şansı, %9 elmas çıkma şansı, %3 jeton katlayıcı çıkma şansı vardır. Yıldız gücünün sadece 9. seviyeye ulaşan savaşçılarda kullanılabileceğini unutma. Belirli bir türdeki tüm ödülleri açtığında (örneğin tüm ender savaşçıları açtığında) diğer ödülleri alma şansın artar. Şans: Savaş kutusu açma sisteminin adil olması için efsanevi savaşçıların çıkma ihtimalini belirleyen bir şans sistemi var. Yeni bir savaşçı çıkmadığında, şans puanın artar ve yeni bir savaşçı çıktığında, çıkan savaşçının enderlik düzeyine göre şans puanın azalır. Şans puanın yeterince yüksekse efsanevi savaşçı çıkma ihtimali daha fazladır. Düşük şans puanıyla yeni efsanevi savaşçı çıkması zordur. İlk birkaç çekiliş, oyunun herkes için adil başlaması için önceden belirlenmiştir."
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,Büyük kutu almak için 10 yıldız jetonu toplamalısın!
TID_HERO_BUNDLE_19,Penny'nin hazinesi
TID_HERO_BUNDLE_20,Frank'in özelliği
TID_KEY_BAR_INFO,Savaşlardan kazanabileceğin <c33a5d7>jeton</c> sayısı.\n\nJetonlar savaş kutularını açmak için kullanılır.
TID_NEW_ONLINE_FRIEND,OYUNCU ÇEVRİMİÇİ
TID_NEW_GAME_ROOM,YENİ TAKIM
TID_KEY_BAR_TITLE,SAVAŞTAN ALINABİLECEK JETON
TID_PLAYAGAIN_QUIT,ÇIKIŞ
TID_BATTLE_END_WAITING,Diğer oyuncular bekleniyor
TID_ERROR_REPLAY_WAITING,Tekrar zaten sırada
TID_ERROR_REPLAY_NOT_POSSIBLE,Tekrar yok
TID_ERROR_SPECTATE_WAITING,İzleme zaten beklemede
TID_ERROR_SPECTATE_NOT_POSSIBLE,Oyuncu şu anda savaşmıyor
TID_BRAWL_TV_STARTING,BrawlTV yükleniyor...
TID_ERROR_BRAWL_TV_WAITING,BrawlTV zaten beklemede
TID_BRAWL_TV_QUIT,BrawlTV #<NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,BrawlTV #<NUM> video içermiyor - kanal değiştiriliyor
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,Sonrakine <NUM> saniye
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,Otomatik Yürüt
TID_FIRST_WIN_INFO_SURVIVAL,Diğer oyunculara karşı ilk dörtte bitirdiğin ilk oyunda bir <cff8E1b>yıldız jetonu</c> kazanırsın.
TID_TEAM_POPOVER_YOUR_ROOM,Bu senin takımın
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,Takım şu anda savaşmıyor
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,Katılamadın. Zaten bu takımdasın.
TID_TEAM_AD_JOIN_FAIL_FULL,Katılamadın. Takım dolu.
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,Oyun başlatılamıyor. Yeterli bilet yok.
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,Bu etkinlikte takımlar halinde oynanamaz.
TID_GAME_MODE_UNLOCKED,AÇILDI
TID_ERROR_SPECTATE_DISABLED,İzleme özelliği teknik nedenlerle geçici olarak devre dışı
TID_SPECTATE_FOLLOW,İzlemek için dokun:
TID_SPECTATE_FOLLOWING,İzlenen:
TID_FIRST_WIN_INFO_TICKETED_EVENT,İlk savaşından bir <cff8E1b>yıldız jetonu</c> kazanırsın.
TID_FIRST_WIN_INFO_TEAM_SURVIVAL,Diğer oyunculara karşı ilk ikide bitirdiğin ilk oyunda bir <cff8E1b>yıldız jetonu</c> kazanırsın.
TID_FIRST_WIN_INFO_SURVIVAL_COMBINED,"<cff8E1b>Yıldız anahtarı</c> kazanmak için diğer oyunculara karşı oyna ve tek kişilik oyunda ilk dörtte, çift kişilik oyunda ilk ikide bitir."
TID_CONNECTING_WAIT_FOR_SPECTATE,İzleme bekleniyor...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,ÖDÜLLERDEN BİRİNİ İKİ KATINA ÇIKARMAK İÇİN\nREKLAM İZLEYEBİLİRSİN!\nBugün <VIEWCOUNTREM> reklam daha izleyebilirsin.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,ÖDÜLLERDEN BİRİNİ İKİ KATINA ÇIKARMAK İÇİN\nREKLAM İZLEYEBİLİRSİN!\nBugün <VIEWCOUNTREM> reklam daha izleyebilirsin.
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,DAHA FAZLA ÖDÜL!\nBugünlük <VIEWCOUNTREM> izleme hakkın kaldı
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,DAHA FAZLA ÖDÜL!\nBugünlük <VIEWCOUNTREM> izleme hakkın kaldı
TID_CANNON_DAMAGE,Top Hasarı
TID_CANNON_HEALTH,Top Sağlığı
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,Bu arkadaşının çok fazla bekleyen isteği var. Daha sonra tekrar dene.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,Çok fazla davet gönderdin. Birini kaldırıp tekrar dene.
TID_ADD_FRIEND_ERROR_GENERIC,Arkadaş Daveti gönderilemedi. Lütfen daha sonra tekrar dene.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,Eklemeye çalıştığın oyuncu bulunamadı.
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Kendini arkadaş olarak davet edemezsin!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,Arkadaşının çok fazla arkadaşı var. Lütfen daha sonra tekrar dene.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,Çok fazla arkadaşın var. Yeni arkadaş eklemek için mevcut arkadaşlarından birini silmen gerekiyor.
TID_HINT_26,Hedefleri sıra halindeyse Penny saldırısıyla çok fazla hasar verebilir.
TID_HINT_27,Takım arkadaşlarını maçtan önce topladığında plan yapabilir ve doğru savaşçıları belirleyebilirsin.
TID_HINT_28,"Etkinlikler için alıştırma yapmak, dostluk mücadeleleri düzenlemek ve daha fazlası için dostluk maçları yapmayı denemelisin!"
TID_HINT_29,Yeni takım arkadaşlarıyla iyi bir maç yaptıysan Tekrar Oyna'ya dokunup aynı takımla bir maç daha yapabilirsin!
TID_HINT_30,Dostluk maçlarında istediğin etkinliği ve haritayı seçebilirsin. Savaşçılar da maksimum yükseltilmiş olur!
TID_HINT_31,"Frank, normal ve süper saldırılarını yaparken duraklar, bu da rakiplere kaçma fırsatı verir."
TID_EXPERIENCE,DENEYİM
TID_HINT_32,Biletli etkinliklerinde jeton yerine bilet kullanılır.
TID_HINT_33,Kulüp üyeleri listesinden kulüp üyelerini arkadaş olarak davet edebilirsin.
TID_HINT_34,Bulunduğun takımdaki oyuncuları arkadaş olarak ekleyebilirsin.
TID_HINT_35,Birileriyle birkaç iyi oyun oynadıktan sonra önerilen arkadaşlar listesinden arkadaş olarak davet edebilirsin.
TID_HINT_36,Bulunduğun takımdaki oyuncuları arkadaş olarak ekleyebilirsin.
TID_HINT_37,Takımını arkadaşlarına ve kulüp üyelerine göstermek için ilan et düğmesini kullanabilirsin.
TID_COOP_GENERATED,Karmaşa Arenası
TID_MECHANIC_KNIGHT_SKIN,ŞÖVALYE JESSIE
TID_FRANK_CAVEMAN_SKIN,MAĞARA ADAMI FRANK
TID_SOLO,TEK
TID_DUO,ÇİFT
TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL,Arkadaş listesi dolu!
TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY,"Etkin davet sayısı çok fazla, daha sonra tekrar dene"
TID_INVITE_FRIEND_TOKEN_ERROR,Arkadaş davet ederken hata oluştu
TID_GOLDRUSH_9,Karanlık Havuz
TID_TEAM_JOIN_FINISH_TUTORIAL,Bir takıma katılmak için eğitimi tamamla.
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE,Giriş yapılamadı
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED,Brawl Stars Beta henüz ülkende kullanılamıyor. Daha sonra tekrar dene!
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON,Tamam
TID_CROW_PHEONIX_SKIN,ANKA CROW
TID_MECHANIC_SUMMER_SKIN,TATİLCİ JESSIE
TID_HERO_SCREEN_DIM_COLOR_MUL,222222
TID_FREE_BOX_AVAILABLE_0,Ücretsiz ödülün seni bekliyor!
TID_FREE_BOX_AVAILABLE_1,Ücretsiz ödülünü şimdi al!
TID_FREE_BOX_AVAILABLE_2,Kaybolmadan önce ücretsiz ödülünü almayı unutma!
TID_FREE_BOX_AVAILABLE_3,Seni bekleyen ücretsiz ödüller var!
TID_FREE_BOX_AVAILABLE_4,Ücretsiz ödülünü şimdi al!
TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP,ROCK YILDIZI\nCOLT
