TID,AR
TID_HINT_24,الأبطال ذوو المدى الطويل يتمتعون بأداء أفضل عمومًا في الخرائط التي تكثر بها المساحات المفتوحة.
TID_HINT_25,الأبطال ذوو المدى القريب يتمتعون بأداء أفضل عمومًا في الخرائط التي تكثر بها السواتر والشجيرات.
TID_SPEC_ABI_SELF_DESTRUCT,الانفجار الأخير
TID_SPEC_ABI_SELF_DESTRUCT_DESC,عندما يتم تدمير مدفع بيني، فإنه يطلق سلسلة أخيرة من القنابل، تلحق كل منها <c00cc00><VALUE1></c> من الضرر.
TID_EVENT_LIST_BRAWL,اللعب
TID_INVITE_COPIED_TO_CLIPBOARD,تم نسخ رابط الدعوة إلى الحافظة!
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,موافق
TID_FRIEND_INVITE_POST_MESSAGE,اضغط على هذا الرابط لإضافة <friend> إلى أصدقائك في Brawl Stars!
TID_FRIEND_INVITE_POST_TITLE,دعوة صديق!
TID_ALLIANCE_JOIN_POST_MESSAGE,اضغط على هذا الرابط للانضمام إلى اتحادي في Brawl Stars!
TID_ALLIANCE_JOIN_POST_TITLE,قم بدعوة صديق للانضمام إلى اتحادك!
TID_KEY_BAR_FULL,يوجد <VALUE> من الأقراص. حان وقت المعركة!
TID_HOMESCREEN_MODE_LOCKED,ابلغ حد <COUNT> من إجمالي الكؤوس لخوض المعركة هنا!
TID_GAMEROOMS_PLAYERS_ONLINE,<count> من الأصدقاء المتصلين
TID_ARTILLERY_DUDE_SHORT_DESC,فئة قناص
TID_HAMMER_DUDE_SHORT_DESC,عالي الصمود
TID_HAMMER_DUDE_DESC,يلوح فرانك بمطرقته ليطيح بالأعداء ويرسل موجة صدمات. ويتمثل هجوم الزخم لديه في ضربة قوية تضعف الأعداء.
TID_HAMMER_DUDE_WEAPON,ضربة المطرقة
TID_HAMMER_DUDE_WEAPON_DESC,يستغرق فرانك بعض الوقت لتسديد ضربة المطرقة، ولكنها ضربة شديدة للغاية تسبب ارتجاجات.
TID_HAMMER_DUDE_ULTI,طرقة الصاعقة
TID_HAMMER_DUDE_ULTI_DESC,يطلق فرانك ضربته العظيمة، فيرسل صدمة تدمر البيئة وتضعف الأعداء لفترة من الوقت.
TID_SPEC_ABI_STEAL_SOULS2,استنزاف القوى
TID_SPEC_ABI_STEAL_SOULS2_DESC,يسلب فرانك قوة الأبطال الذين يهزمهم، فيزيد ضرره بنسبة <c00cc00><VALUE1> بالمائة</c> لمدة <VALUE2> ث.
TID_ONLINE_FRIENDS_TITLE,اللاعبون المتصلون بالشبكة
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,كونوا الفريق الناجي الوحيد!
TID_VS_TEAM_SHOWDOWN,جميع الفرق تتنافس ضد بعضها!
TID_FIRST_WIN,قرص النجوم
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,فريقك الأول!
TID_HOMESCREEN_MODE_LOCKED_INFO,يفتح عند <count> من الكؤوس.
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,مسار الكؤوس
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,التحصيل
TID_LEAGUE_NAME_0,الخشبي
TID_LEAGUE_NAME_1,البرونزي
TID_LEAGUE_NAME_2,الفضي
TID_LEAGUE_NAME_3,الذهبي
TID_LEAGUE_NAME_4,الماسي
TID_LEAGUE_NAME_5,الفائق
TID_LEAGUE_NAME_6,النخبة
TID_LEAGUE_NAME_7,المحترفون
TID_SPECIAL_EVENTS,حدث يومي
TID_SPECIAL_EVENT,الحدث الخاص:
TID_SPECIAL_EVENT_DESC,عُد كل يوم للمشاركة في الحدث اليومي!
TID_SPECIAL_EVENTS_MOD,الحدث الخاص:
TID_SPECIAL_EVENT_MOD_DESC,راجع بانتظام للاطلاع على الحدث الخاص لليوم!
TID_PLAYING_AGAIN,اللعب مجددًا <c11ee11><NUMBER2>/<NUMBER></c>
TID_PLAYING_AGAIN_NO_PLAYERS,اللعب مجددًا
TID_BRAWL_BOX_INFO_TITLE_1,معلومات الصندوق الكبير
TID_BRAWL_BOX_INFO_1,يمنحك الصندوق الكبير مكافآت بمقدار ما يقارب ثلاثة صناديق عراك إلا أن نقاط القوة يتم توزيعها على عدد أقل من الأبطال.\n\nستحصل على 3 مرات سحب عشوائية باحتمالات المكافآت التالية لكل مرة:\n\nنقاط قوة ونقود: <NUM1> %\nبطل نادر: <NUM2> %\nبطل بالغ الندرة: <NUM3> %\nبطل استثنائي: <NUM4> %\nبطل خرافي: <NUM5> %\nبطل أسطوري: <NUM6> %\nالقدرة الخاصة: <NUM7> %\n\nبالإضافة إلى ذلك، في كل مرة تفتح صندوقًا، لديك فرصة 25% للحصول على تذاكر الأحداث، وفرصة 9% للحصول على جواهر، وفرصة 3% للحصول على مضاعف الأقراص. تذكر أن القدرات الخاصة متوفرة للأبطال الذين بلغوا المستوى 9 فقط. بعد فتح جميع المكافآت من نوع معين، على سبيل المثال، الأبطال من فئة نادر، ستزيد لديك فرصة الحصول على باقي المكافآت الأخرى. نظام الحظ: لتحري العدل بخصوص فرص صناديق العراك، وضعنا نظام الحظ الذي يؤثر على احتمالات ظهور الأبطال الأسطوريين. في كل مرة تفتح صندوقًا ولا تحصل منه على بطل جديد، يرتفع معدل الحظ، والعكس صحيح؛ حيث ينخفض معدل الحظ لديك في كل مرة تحصل فيها على بطل جديد حسب فئة ندرته. عندما يرتفع معدل الحظ لديك بدرجة كافية، تزيد فرصة حصولك على بطل أسطوري. أما معدل الحظ المنخفض، فيعني أنه سيصعب الحصول على بطل أسطوري جديد. حرصنا على تحديد محتويات صناديق العراك الأولية مسبقًا لضمان بداية عادلة لجميع اللاعبين.
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,اجمع 10 أقراص نجوم للحصول على صندوق كبير!
TID_HERO_BUNDLE_19,كنز بيني
TID_HERO_BUNDLE_20,ميزة فرانك
TID_KEY_BAR_INFO,كمية <c33a5d7>الأقراص</c> التي يمكن أن تربحها من المعارك.\n\nتُستخدم الأقراص لفتح صناديق العراك.
TID_NEW_ONLINE_FRIEND,لاعب متصل
TID_NEW_GAME_ROOM,فريق جديد
TID_KEY_BAR_TITLE,الأقراص المتوفرة من المعركة
TID_PLAYAGAIN_QUIT,الخروج
TID_BATTLE_END_WAITING,في انتظار الآخرين
TID_ERROR_REPLAY_WAITING,هذه الإعادة في انتظار العرض
TID_ERROR_REPLAY_NOT_POSSIBLE,إعادة عرض غير متوفرة
TID_ERROR_SPECTATE_WAITING,طلب المشاهدة معلق
TID_ERROR_SPECTATE_NOT_POSSIBLE,اللاعب لا يخوض مواجهة حاليًا
TID_BRAWL_TV_STARTING,BrawlTV قيد التحميل...
TID_ERROR_BRAWL_TV_WAITING,BrawlTV قيد الانتظار
TID_BRAWL_TV_QUIT,BrawlTV رقم <NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,لا شيء على BrawlTV رقم <NUM> - جارٍ البحث
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,يبدأ الفيديو التالي بعد <NUM> ث
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,تشغيل تلقائي
TID_FIRST_WIN_INFO_SURVIVAL,اربح <cff8E1b>قرص النجوم</c> باحتلال أحد المراكز الأربعة الأولى ضد اللاعبين الآخرين.
TID_TEAM_POPOVER_YOUR_ROOM,هذا هو فريقك
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,الفريق لا يخوض مواجهة حاليًا
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,لا يمكن الانضمام. أنت بالفعل في هذا الفريق.
TID_TEAM_AD_JOIN_FAIL_FULL,تعذر الانضمام. الفريق مكتمل.
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,تعذر بدء المواجهة. التذاكر غير كافية.
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,هذا الوضع لا يدعم اللعب في فريق.
TID_GAME_MODE_UNLOCKED,مفتوح
TID_ERROR_SPECTATE_DISABLED,وضع المشاهدة معطل مؤقتًا لأسباب تقنية.
TID_SPECTATE_FOLLOW,اضغط للمتابعة:
TID_SPECTATE_FOLLOWING,متابع:
TID_FIRST_WIN_INFO_TICKETED_EVENT,اربح <cff8E1b>قرص نجوم</c> من معركتك الأولى.
TID_FIRST_WIN_INFO_TEAM_SURVIVAL,اربح <cff8E1b>قرص نجوم</c> باحتلال المركز الأول أو الثاني ضد اللاعبين الآخرين.
TID_FIRST_WIN_INFO_SURVIVAL_COMBINED,واجه لاعبين آخرين واحتل ترتيبًا في المراكز الأربعة الأولى في الوضع الفردي أو الترتيب الأول أو الثاني في الوضع الزوجي لربح <cff8E1b>قرص النجوم</c>.
TID_CONNECTING_WAIT_FOR_SPECTATE,في انتظار المشاهدة...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,شاهد الإعلان\nلمضاعفة مكافأة واحدة!\nتبقت <VIEWCOUNTREM> من المشاهدات لليوم.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,شاهد الإعلان\nلمضاعفة مكافأة واحدة!\nتبقت <VIEWCOUNTREM> من المشاهدات لليوم.
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,احصل على المزيد من المكافآت!\n<VIEWCOUNTREM> من المشاهدات متبقية اليوم
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,احصل على المزيد من المكافآت!\n<VIEWCOUNTREM> من المشاهدات متبقية اليوم
TID_CANNON_DAMAGE,ضرر المدفع
TID_CANNON_HEALTH,صحة المدفع
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,لدى هذا اللاعب عدد كبير جدًا من طلبات الصداقة المعلقة. الرجاء المحاولة مرة أخرى لاحقًا.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,لقد قمت بإرسال عدد كبير جدًا من طلبات الصداقة. قم بإزالة أحدها وحاول مرة أخرى.
TID_ADD_FRIEND_ERROR_GENERIC,تعذر إرسال دعوة صداقة. الرجاء المحاولة مرة أخرى لاحقًا.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,اللاعب الذي حاولت إضافته غير موجود.
TID_ADD_FRIEND_ERROR_OWN_AVATAR,لا يمكن دعوة نفسك كصديق!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,صديقك لديه عدد كبير من الأصدقاء. الرجاء المحاولة مرة أخرى لاحقًا.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,لديك عدد كبير من الأصدقاء. قم بإزالة أحدهم إذا كنت ترغب في إضافة أصدقاء جدد.
TID_HINT_26,تلحق بيني ضررًا بالغًا بهجومها بأسلوب الرش إذا اجتمعت أهدافها في مكان واحد.
TID_HINT_27,يتيح لك تكوين فريق جمع زملائك من الاتحاد والتخطيط للمواجهة واختيار تشكيلة جيدة من الأبطال.
TID_HINT_28,جرب خوض المواجهات الودية للتدرب على لعب الأحداث، وعقد منافسات ودية والمزيد!
TID_HINT_29,بعد خوض مواجهة جيدة مع زملائك الجدد، يمكنك الضغط على 'اللعب مجددًا' للعب مواجهة أخرى معهم!
TID_HINT_30,يُسمح لك في المواجهات الودية باختيار أي حدث أو خريطة. كما تتم ترقية الأبطال بالكامل.
TID_HINT_31,يتوقف فرانك لتنفيذ هجومه والزخم، مما يعطي الفرصة لخصومه للخروج من نطاقه.
TID_EXPERIENCE,الخبرة
TID_HINT_32,لا تستهلك أحداث التذاكر شريط الأقراص، وإنما تتطلب التذاكر للعبها.
TID_HINT_33,يمكنك إرسال دعوات صداقة إلى زملائك في الاتحاد من قائمة أفراد الاتحاد.
TID_HINT_34,يمكنك إرسال دعوات صداقة إلى أعضاء فريقك.
TID_HINT_35,بعد خوض عدد من المواجهات الجيدة مع لاعب ما، يمكنك دعوته ليكون صديقك من قائمة الأصدقاء المقترحين.
TID_HINT_36,يمكنك إرسال دعوات صداقة إلى أعضاء فريقك.
TID_HINT_37,يمكنك استخدام زر الإعلان للإعلان عن فريقك لأصدقائك وزملائك في الاتحاد.
TID_COOP_GENERATED,ساحة المعركة
TID_MECHANIC_KNIGHT_SKIN,جيسي فارسة التنين
TID_FRANK_CAVEMAN_SKIN,فرانك رجل الكهف
TID_SOLO,فردي
TID_DUO,زوجي
TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL,قائمة الأصدقاء مكتملة!
TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY,توجد العديد من الدعوات النشطة. حاول مرة أخرى في وقت لاحق.
TID_INVITE_FRIEND_TOKEN_ERROR,خطأ في دعوة الأصدقاء
TID_GOLDRUSH_9,بركة الظلام
TID_TEAM_JOIN_FINISH_TUTORIAL,أكمل العرض التوضيحي للانضمام إلى فريق.
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE,فشل تسجيل الدخول
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED,إصدار Brawl Stars التجريبي غير متوفر في بلدك بعد. الرجاء التحقق مرة أخرى في وقت لاحق!
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON,موافق
TID_CROW_PHEONIX_SKIN,كرو الناري
TID_MECHANIC_SUMMER_SKIN,جيسي في الصيف
TID_HERO_SCREEN_DIM_COLOR_MUL,222222
TID_FREE_BOX_AVAILABLE_0,مكافأتك المجانية بانتظارك!
TID_FREE_BOX_AVAILABLE_1,طالب بمكافأتك المجانية الآن!
TID_FREE_BOX_AVAILABLE_2,احصل على مكافأتك المجانية قبل أن تختفي!
TID_FREE_BOX_AVAILABLE_3,مكافآت مجانية بانتظارك!
TID_FREE_BOX_AVAILABLE_4,احصل على مكافأتك المجانية الآن!
TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP,كولت\nنجم الروك
TID_ROCKET_BEACH_SKIN_SHOP,بروك\nعلى الشاطئ
TID_CACTUS_PINK_SKIN_SHOP_OLD,سبايك\nالوردي
TID_SHAMAN_PANDA_SKIN_SHOP,نيتا\nالباندا
TID_CROW_WHITE_SKIN_SHOP,كرو\nالأبيض
TID_BULL_HAIR_SKIN_SHOP,بول\nالفايكنج
TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD,ريكوشيه\nالذهبي
TID_BARKEEP_GOLD_SKIN_SHOP,بارلي\nالذهبي
TID_LUCHADOR_RUDO_SKIN_SHOP,بريمو\nالشرس
TID_SHOTGUN_BANDITA_SKIN_SHOP,شيلي\nقاطعة الطريق
TID_LUCHADOR_KING_SKIN_SHOP,بريمو\nالملك
TID_MECHANIC_KNIGHT_SKIN_SHOP,جيسي\nفارسة التنين
TID_FRANK_CAVEMAN_SKIN_SHOP,فرانك\nرجل الكهف
TID_MECHANIC_SUMMER_SKIN_SHOP,جيسي\nفي الصيف
TID_CROW_PHEONIX_SKIN_SHOP,كرو\nالناري
TID_GOLDRUSH_10,غرفة الصدى
TID_BANKHEIST_5,الأسوار المنيعة
TID_BATTLE_ROYALE_D7,جنون التسوق
TID_BATTLE_ROYALE_8,غزو الجزيرة
TID_BATTLE_ROYALE_6,كهف الزلزال
TID_CLAN_CHAT_JUMP_TO_NEW,<count> من الرسائل الجديدة
TID_CLAN_CHAT_NEW,جديد
TID_BANKHEIST_6,عالم التبذير
TID_GOLDRUSH_11,منجم الفيضان
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID,يجب تنزيل Brawl Stars Beta من Google Play Store (متوفرة فقط في بلدان مختارة). الأجهزة ذات الوصول الجذري غير مدعومة حاليًا. الرجاء التحقق مرة أخرى في وقت لاحق!
TID_RATE_APP_MESSAGE_ANDROID,رجاءً ضع تقييمًا أو اكتب مراجعة للعبة Brawl Stars على Play Store لتصلنا أراؤك وملاحظاتك القيمة.
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE,تسجيل دخول جديد في Google Play
TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT,هل تريد حفظ اللعبة الحالية على حساب Google Play هذا؟
TID_SHOWDOWN_END,المواجهة الحاسمة!
TID_SETTINGS_FIXES_JOYSTICK,التحكم بالحركة الموجهة
TID_SETTINGS_SC_ID,SUPERCELL ID
TID_LANGUAGE_LOCALIZED_NAME,العربية
TID_POPUP_CHANGE_LANGUAGE_TITLE,أتريد تغيير اللغة؟
TID_POPUP_CHANGE_LANGUAGE,أترغب بالتأكيد في تغيير اللغة؟
TID_SKIN_RARITY_1,<cffffff>شائع</c>
TID_SKIN_RARITY_2,<c0070dd>نادر</c>
TID_SKIN_RARITY_3,<ca335ee>استثنائي</c>
TID_SKIN_RARITY_4,<cff8000>أسطوري</c>
TID_BANKHEIST_7,دهليز الصبار
TID_BATTLE_ROYALE_9,الرياح الغربية
TID_BATTLE_ROYALE_10,الحلبة الرملية
TID_NO_FRIENDS_GO_TO_FRIENDS,اذهب إلى الأصدقاء
TID_EVENT_MODIFIER_1,مشروب الطاقة
TID_EVENT_MODIFIER_2,الروبوت الغاضب
TID_EVENT_MODIFIER_3,سيل النيازك
TID_EVENT_MODIFIER_4,استنزاف الأرواح
TID_EVENT_MODIFIER_DESC_1,التقط أحد مشروبات الطاقة التي تظهر بشكل عشوائي للحصول على تعزيز هائل لضرر الهجوم الذي يلحقه بطلك بجانب سرعة حركة إضافية لمدة قصيرة!
TID_EVENT_MODIFIER_DESC_2,سيظهر روبوت غاضب بشكل عشوائي ليهاجم البطل الأقرب إليه. حذارِ منه!
TID_EVENT_MODIFIER_DESC_3,سيل النيازك هذا ليس للمشاهدة والتفحص. احذر تساقط الصخور الضخمة!
TID_BALL_4,الحقول الخدّاعة
TID_EVENT_MODIFIER_DESC_4,تتناقص صحتك باستمرار، لكنك تسترجع جزءًا منها عندما تُلحق الضرر بأبطال العدو! وعند هزيمة أحد الأبطال ستستعيد صحتك بالكامل. كل قدرات الشفاء منخفضة القوة.
