TID,PT
TID_MECHANIC_SHORT_DESC,LUTADORA
TID_SHAMAN_SHORT_DESC,LUTADORA
TID_UNDERTAKER_SHORT_DESC,ALGOZ LIGEIRO
TID_CROW_SHORT_DESC,ALGOZ TÓXICO
TID_DEAD_MARIACHI_SHORT_DESC,CURADOR
TID_BOW_DUDE_SHORT_DESC,LUTADOR
TID_SNIPER_SHORT_DESC,TIRO PRECISO
TID_MINIGUN_DUDE_SHORT_DESC,CURADORA
TID_BLACK_HOLE_SHORT_DESC,PURO CAOS
TID_BARREL_BOT_SHORT_DESC,PESO-PESADO
TID_CLAN_INTRO_SUGGESTED_CLANS,MELHORES CLUBES PARA VOCÊ
TID_CLAN_INTRO_CREATE_TITLE,QUE TAL CRIAR O SEU?
TID_CLAN_INTRO_HEADER,Clubes
TID_CLAN_INFO_TITLE,INFORMAÇÕES DO CLUBE
TID_CLAN_INFO_NO_DESCRIPTION,CLUBE SEM DESCRIÇÃO
TID_EVENT_POPUP_TITLE,VAMOS LUTAR!
TID_GOLDRUSH_8,Planícies de safira
TID_USE_AUTOFIRE_TUTORIAL,TOQUE no <ccc0033>controle vermelho</c> para atirar no inimigo mais próximo!
TID_BRAWL_BOX_INFO_2,"Cada Caixa Brawler contém um dos seguintes itens: um novo Brawler, pontos de poder + moedas ou poder de estrela. Além disso, você também pode encontrar duplicadores de fichas ou ingressos de evento extras.\n\nA possibilidade de recompensas é:\n\nPontos de poder + Moedas: <NUM1>%\nBrawler raro: <NUM2>%\nBrawler super-raro: <NUM3>%\nBrawler épico: <NUM4>%\nBrawler mítico: <NUM5>%\nBrawler lendário: <NUM6>%\nPoder de estrela: <NUM7>%\n\nCada sorteio dá 25% de chance de ganhar ingressos de eventos, 9% de chance de ganhar gemas e 3% de chance de ganhar um duplicador de fichas. Poder de estrela só está disponível para Brawlers com nível 9. Ao desbloquear todas as recompensas para Brawlers raros, por exemplo, a chance de ganhar outras recompensas aumenta. Sorte: Para tornar as coisas mais divertidas ao abrir Caixas Brawl, criamos um sistema baseado em sorte que afeta a probabilidade de ganhar Brawlers lendários. A cada sorteio em que você não ganha um novo Brawler, o valor de sorte aumenta, e, ao ganhar um novo Brawler, esse valor de sorte diminui com base no nível de raridade do Brawler recebido. Quando o nível da sorte for alto o bastante, você terá mais chance de ganhar um Brawler lendário, enquanto que, com um valor baixo, as chances são menores. O conteúdo das primeiras Caixas Brawl recebidas é determinado para garantir um começo justo para todos."
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,COLETAR
TID_PAGE_FRIENDS_TITLE,AMIGOS
TID_PAGE_FRIENDS_TITLE2,Lute com seus amigos!
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,Conecte-se ao Facebook ou encontre amigos no jogo para jogar!
TID_PAGE_FRIENDS_NO_FRIENDS,Conecte-se ao Facebook ou encontre amigos no jogo para jogar!
TID_FRIENDS_TITLE,<COUNT> amigos
TID_FRIENDS_TAB_1,AMIGOS
TID_FRIENDS_TAB_2,SUGESTÕES
TID_FRIENDS_TAB_3,CONVITES
TID_TOTAL,TOTAL
TID_BRAWL_BOX_INFO_TITLE_2,DETALHES DA CAIXA BRAWL
TID_BRAWL_BOX_INFO_TITLE_3,DETALHES DA MEGACAIXA
TID_BRAWL_BOX_INFO_3,"Cada Megacaixa oferece o equivalente em recompensas a 10 Caixas Brawl. Entretanto, pontos de poder são distribuídos entre um menor número de Brawlers.\n\nVocê recebe 10 sorteios aleatórios, e em cada um há a probabilidade de receber estas recompensas:\n\nPontos de poder + Moedas: <NUM1>%\nBrawler raro: <NUM2>%\nBrawler super-raro: <NUM3>%\nBrawler épico: <NUM4>%\nBrawler mítico: <NUM5>%\nBrawler lendário: <NUM6>%\nPoder de estrela: <NUM7>%\n\nCada sorteio dá 25% de chance de ganhar ingressos de eventos, 9% de chance de ganhar gemas e 3% de chance de ganhar um duplicador de fichas. Poder de estrela só está disponível para Brawlers com nível 9. Ao desbloquear todas as recompensas para Brawlers raros, por exemplo, a chance de ganhar outras recompensas aumenta. Sorte: Para tornar as coisas mais divertidas ao abrir Caixas Brawl, criamos um sistema baseado em sorte que afeta a probabilidade de ganhar Brawlers lendários. A cada sorteio em que você não ganha um novo Brawler, o valor de sorte aumenta, e, ao ganhar um novo Brawler, esse valor de sorte diminui com base no nível de raridade do Brawler recebido. Quando o nível da sorte for alto o bastante, você terá mais chance de ganhar um Brawler lendário, enquanto que, com um valor baixo, as chances são menores. O conteúdo das primeiras Caixas Brawl recebidas é determinado para garantir um começo justo para todos."
TID_HERO_BUNDLE_0,ESTOQUE DA SHELLY
TID_HERO_BUNDLE_1,COLDRE DO COLT
TID_HERO_BUNDLE_2,PACOTE DO BULL
TID_HERO_BUNDLE_3,CAIXA DO BROCK
TID_HERO_BUNDLE_4,BANCO DO RICOCHET
TID_HERO_BUNDLE_5,CELEIRO DO SPIKE
TID_HERO_BUNDLE_6,ADEGA DO BARLEY
TID_HERO_BUNDLE_7,PILHA DE TRALHA DA JESSIE
TID_HERO_BUNDLE_8,TOCA DA NITA
TID_HERO_BUNDLE_9,SACOLA DO DYNAMIKE
TID_HERO_BUNDLE_10,ARMÁRIO DO EL PRIMO
TID_HERO_BUNDLE_11,PROMOÇÃO DO CAIXÃO
TID_HERO_BUNDLE_12,COLEÇÃO DO CORVO
TID_HERO_BUNDLE_13,PONCHO DO POCO
TID_HERO_BUNDLE_14,COMBO DO BO
TID_HERO_BUNDLE_15,BOLSINHA DA PIPER
TID_HERO_BUNDLE_16,BOLSA DA PAM
TID_HERO_BUNDLE_17,BAÚ DA TARA
TID_HERO_BUNDLE_18,BARRIL DO DARRYL
TID_OFFER_ALSO_INCLUDES,ESSA OFERTA INCLUI
TID_OFFER_VALUE_TITLE,VALOR
TID_OFFER_VALUE,+<VALUE>%
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,ARRASTE o <cff9900>controle amarelo</c> para mirar!
TID_HERO_STATS_TITLE,ESTATÍSTICAS DO BRAWLER
TID_GATCHA_SCREEN_ITEMS_REMAINING,ITENS RESTANTES:
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,BÔNUS RESTANTES:
TID_GATCHA_SCREEN_YOU_GOT,VOCÊ GANHOU:
TID_GATCHA_SCREEN_BONUSES,ITENS EXTRAS:
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,LIBERADO!
TID_HERO_LIST_ITEM_UPGRADE,MELHORAR
TID_SHOP_CLAMIMED,Resgatado
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,Esse item já foi resgatado
TID_ONLINE,ON-LINE
TID_LEADERBOARD,LIDERANÇA
TID_NOT_ENOUGH_TICKETS_INFO,\n\nVocê não tem ingressos. Compre-os na loja!
TID_HERO_LIST_NEW,NOVO
TID_CLUSTER_BOMB_DUDE,PRANCHA
TID_HAMMER_DUDE,FRANK
TID_HOLD_PHONE_LIKE_THIS,SEGURE O SEU DISPOSITIVO ASSIM
TID_HINT_FINGER_TAP_TAP,TOQUE AQUI!
TID_HINT_FINGER_DRAG,ARRASTE PARA MIRAR
TID_MOVE_HERE,Mova nessa direção
TID_HINT_HEADER,DICA:
TID_HINT_0,TOQUE no <ccc0033>controle vermelho</c> para ATIRAR RÁPIDO no inimigo mais próximo.
TID_HINT_1,TOQUE no <cff9900>controle amarelo</c> para usar seu Super RÁPIDO no inimigo mais próximo.
TID_HINT_2,Arraste o <ccc0033>controle vermelho</c> para MIRAR os seus disparos.
TID_HINT_3,Arraste o <cff9900>controle amarelo</c> para MIRAR o Super.
TID_HINT_4,Cancele a mira do tiro ao arrastar o controle de volta ao meio.
TID_HINT_5,"O pareamento é feito com base na quantidade de troféus do Brawler com que você está jogando. Assim, é mais fácil conseguir troféus com aquele Brawler recém-desbloqueado."
TID_HINT_6,"Quanto mais Brawlers tiver, mais fácil fica aumentar o total de troféus e conseguir mais recompensas."
TID_HINT_7,Os disparos da Piper causam mais dano ao atingirem longas distâncias.
TID_HINT_8,"O Super do Barley é muito poderoso, sobretudo próximo ao inimigo, pois as garrafas caem próximas a ele."
TID_HINT_9,A balas do Rico ganham mais impulso e vão mais longe a cada ricochete.
TID_HINT_10,Você pode ativar o <ccc0033>controle vermelho</c> em qualquer lugar do lado direito da tela para atirar.
TID_HINT_11,Os ataques regulares e os Supers contam com dois modos: TOQUE para TIRO RÁPIDO e ARRASTE para MIRAR.
TID_HINT_12,Mirar seus disparos favorece o acerto nos alvos em movimento
TID_HINT_13,TIRO RÁPIDO é uma boa opção para quando não se tem tempo de mirar.
TID_HINT_14,TIRO RÁPIDO funciona melhor em inimigos próximos.
TID_HINT_15,"Os inimigos podem te ver escondido nos arbustos, quando se aproximam o bastante."
TID_HINT_16,TIRO RÁPIDO vai de encontro ao inimigo mais próximo e não leva movimento em consideração.
TID_HINT_17,Mirar é uma boa opção para atirar nos arbustos em busca de inimigos escondidos.
TID_HINT_18,TIRO RÁPIDO funciona bem em inimigos que ficam parados.
TID_HINT_19,TIRO RÁPIDO funciona bem nos inimigos vindo na sua direção ou nos que se afastam de você.
TID_HINT_20,"Inimigos podem ver se você ataca ou recebe dano, mesmo que você esteja escondido num arbusto."
TID_HINT_21,Use os arbustos para se esconder dos inimigos.
TID_HINT_22,"Ao usar TIRO RÁPIDO, você dispara a sua arma, mesmo que não tenha inimigos por perto."
TID_VS_TUTORIAL,Colete todas as <ce662f9>GEMAS</c>
TID_USE_MANUAL_FIRE_TUTORIAL,ARRASTE o <ccc0033>controle vermelho</c> para mirar!
TID_TUTORIAL_GOOD_JOB_2,Boa jogada! As <cff6633>BARRAS ALARANJADAS</c> mostram a sua munição. Vou recarregar o mais rápido possível!
TID_TUTORIAL_GOOD_JOB_3,Bom trabalho! Você carrega o seu <cff9900>SUPER</c> atacando os inimigos!
TID_TUTORIAL_GOOD_JOB_4,Assim que se faz!
TID_SPECTATE_PLAYER_BUTTON,Assistir
TID_SPECTATE_FAILED,Falha ao assistir
TID_ACCOUNT_DISABLED_TEXT,Conta desativada
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,Esta conta foi desativada devido a uma solicitação de exclusão e não pode mais ser recuperada.
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,Esta conta foi desativada por inatividade e não pode mais ser recuperada.
TID_ACCOUNT_DELETION_WARNING_TITLE,Aviso de exclusão da conta
TID_ACCOUNT_DELETION_WARNING_TEXT,"Atendendo ao seu pedido, sua conta será desativada em breve. Caso tenha mudado de ideia, entre em contato com Ajuda e Suporte o mais rápido possível para cancelar a solicitação."
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,"Atendendo ao seu pedido, sua conta será desativada em breve. Caso tenha mudado de ideia, entre em contato com Ajuda e Suporte o mais rápido possível para cancelar a solicitação."
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,Você já faz parte do clube!
TID_CONFIRM_CHANGE_CLAN_TITLE,Trocar de clube?
TID_CONFIRM_CHANGE_CLAN,Você já está em um clube. Deseja mesmo mudar?
TID_CONFIRM_CLAN_FULL_TITLE,Clube cheio!
TID_CONFIRM_CLAN_FULL,O clube <clan> está cheio e não é possível entrar nele.
TID_BUTTON_CHANGE,Alterar
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,Conclua o tutorial para entrar em um clube.
TID_CLAN_INTRO_INVITE,CONVIDAR
TID_INVITE_CLAN_TOKEN_ERROR,Erro ao gerar convite
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,Só o presidente do clube pode convidar novos integrantes.
TID_FRIENDS_FACEBOOK_CONNECT,Conectar
TID_FRIENDS_PAGE_INVITE,DAR CONVITE
TID_SHARE_GAME_ROOM_POST_MESSAGE,Acesse este link para entrar numa equipe com <name> no Brawl Stars!
TID_SHARE_GAME_ROOM_POST_TITLE,Convidar para a equipe
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,ID da equipe copiada para a área de transferência!
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,Ok
TID_TEAM_INVITE_BUTTON_LABEL,COMPARTILHAR CÓDIGO
TID_TEAM_INVITE_EXPIRED,O convite de <NAME> expirou.
TID_TEAM_INVITATION_POPUP_TITLE,CONVITE PARA EQUIPE
TID_TEAM_INVITATION_POPUP_ACCEPT,ACEITAR
TID_TEAM_INVITATION_POPUP_REJECT,RECUSAR
TID_TEAM_INVITATION_POPUP_MUTE,SILENCIAR <NAME>\nPELOS PRÓXIMOS 10 MINUTOS
TID_BATTLE_ROYALE_5,Mil lagos
TID_DAILY_COINS_COLLECTED_END_SCREEN,Fichas de batalha\nse esgotaram.
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,Compras com dinheiro real não estão disponíveis nessa versão.
TID_SHOP_CHINA_WARNING,Aviso: aprecie com moderação!
TID_GATCHA_AD_STATUS_VIEW,ASSISTA AO ANÚNCIO\nE DUPLIQUE UMA RECOMPENSA!
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,GANHE MAIS RECOMPENSAS!
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,Visualizações diárias usadas
TID_GATCHA_AD_STATUS_NO_VIDEO,Sem vídeo disponível
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,CONTINUAR
TID_AD_DOUBLER_TITLE,DUPLIQUE UMA RECOMPENSA
TID_AD_DOUBLER_CONTINUE,CONTINUAR
TID_GATCHA_CONTINUE,AVANÇAR
TID_HINT_23,Alguns Brawlers são melhores em certos modos e mapas do que outros.
TID_HINT_24,Brawlers com ataques de longa distância são melhores em mapas descampados.
TID_HINT_25,Brawlers com ataques de proximidade são melhores em mapas com esconderijos e arbustos.
TID_SPEC_ABI_SELF_DESTRUCT,Explosão final
TID_SPEC_ABI_SELF_DESTRUCT_DESC,"Ao ser destruído, o canhão da Penny lança uma série de bombas, causando <c00cc00><VALUE1></c> de dano."
TID_EVENT_LIST_BRAWL,JOGAR
TID_INVITE_COPIED_TO_CLIPBOARD,Link do convite copiado para a área de transferência.
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,Ok
TID_FRIEND_INVITE_POST_MESSAGE,Clique neste link para começar uma amizade com <friend> no Brawl Stars!
TID_FRIEND_INVITE_POST_TITLE,Convide um amigo!
TID_ALLIANCE_JOIN_POST_MESSAGE,Clique neste link para entrar no meu clube em Brawl Stars!
TID_ALLIANCE_JOIN_POST_TITLE,Convide um amigo para entrar no seu clube!
TID_KEY_BAR_FULL,<VALUE> fichas disponíveis. É hora de lutar!
TID_HOMESCREEN_MODE_LOCKED,Obtenha <COUNT> troféus para entrar nessa luta!
TID_GAMEROOMS_PLAYERS_ONLINE,<count> AMIGOS ON-LINE
TID_ARTILLERY_DUDE_SHORT_DESC,TIRO PRECISO
TID_HAMMER_DUDE_SHORT_DESC,PESO-PESADO
TID_HAMMER_DUDE_DESC,"Frank branda seu martelo contra os inimigos, criando uma onda de choque. Seu Super é um golpe tão forte que atordoa os inimigos!"
TID_HAMMER_DUDE_WEAPON,MARTELADA
TID_HAMMER_DUDE_WEAPON_DESC,"Frank leva um tempinho para desferir sua martelada, mas não se assuste com o furor e propagação do impacto!"
TID_HAMMER_DUDE_ULTI,MARTELO DE MARTE
TID_HAMMER_DUDE_ULTI_DESC,O ataque mais forte do Frank cria uma onda de choque que destrói tudo e atordoa temporariamente os inimigos.
TID_SPEC_ABI_STEAL_SOULS2,Pilhagem
TID_SPEC_ABI_STEAL_SOULS2_DESC,"Frank rouba o poder do Brawler derrotado, aumentando o seu dano em <c00cc00><VALUE1>%</c> por <VALUE2> segundos!"
TID_ONLINE_FRIENDS_TITLE,JOGADORES ON-LINE
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,Seja a última equipe a sobreviver!
TID_VS_TEAM_SHOWDOWN,Todas as equipes se enfrentando!
TID_FIRST_WIN,FICHA ESTRELA
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,Sua equipe é a número 1!
TID_HOMESCREEN_MODE_LOCKED_INFO,Desbloqueie com <count> troféus
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,CAMINHO DE TROFÉUS
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,COLETAR
TID_LEAGUE_NAME_0,MADEIRA
TID_LEAGUE_NAME_1,BRONZE
TID_LEAGUE_NAME_2,PRATA
TID_LEAGUE_NAME_3,OURO
TID_LEAGUE_NAME_4,DIAMANTE
TID_LEAGUE_NAME_5,MESTRE
TID_LEAGUE_NAME_6,ELITE
TID_LEAGUE_NAME_7,ALL-STAR
TID_SPECIAL_EVENTS,EVENTO DO DIA
TID_SPECIAL_EVENT,Evento especial:
TID_SPECIAL_EVENT_DESC,Confira sempre para jogar o evento do dia!
TID_SPECIAL_EVENTS_MOD,EVENTO ESPECIAL
TID_SPECIAL_EVENT_MOD_DESC,Fique de olho no evento especial do dia!
TID_PLAYING_AGAIN,Jogar de novo <c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,Jogar de novo
TID_BRAWL_BOX_INFO_TITLE_1,DETALHES DA CAIXA GRANDE
TID_BRAWL_BOX_INFO_1,"Cada Caixa Grande oferece o equivalente em recompensas a 3 Caixas Brawl. Entretanto, Pontos de poder são distribuídos entre um menor número de Brawlers.\n\nA cada 3 empates aleatórios, você tem a probabilidade de receber essas recompensas:\n\nPontos de poder + Moedas: <NUM1>%\nBrawler raro: <NUM2>%\nBrawler super-raro: <NUM3>%\nBrawler épico: <NUM4>%\nBrawler mítico: <NUM5>%\nBrawler lendário: <NUM6>%\nPoder de estrela: <NUM7>%\n\nCada empate te dá 25 % de chance de ganhar ingressos de eventos, 9 % de chance de ganhar gemas e 3 % de chance de ganhar um duplicador de fichas. Poder de estrela só está disponível para Brawlers com nível 9. Ao desbloquear todas as recompensas, para Brawlers raros, por exemplo, a chance de ganhar outras recompensas aumenta. Sorte: Para tornar as coisas mais divertidas ao abrir Caixas Brawl, criamos um sistema baseado em sorte que afeta a probabilidade de ganhar Brawlers lendários. A cada empate em que você não ganhe um novo Brawler, o valor de sorte aumenta, e, ao ganhar um novo Brawler, esse valor de sorte diminui com base no nível de raridade do Brawler recebido. Quando o nível da sorte for alto o bastante, você terá mais chance de ganhar um Brawler lendário, enquanto que, com um valor baixo, as chances são menores. O conteúdo das primeiras Caixas Brawl recebidas determina um começo justo para todos."
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,Junte 10 fichas estrela para abrir uma Caixa Grande!
TID_HERO_BUNDLE_19,Tesouro da Penny
TID_HERO_BUNDLE_20,Recurso do Frank
TID_KEY_BAR_INFO,A quantidade de <c33a5d7>fichas</c> que você pode obter em batalhas.\n\nVocê pode abrir Caixas Brawl com essas fichas.
TID_NEW_ONLINE_FRIEND,JOGADOR ON-LINE
TID_NEW_GAME_ROOM,NOVA EQUIPE
TID_KEY_BAR_TITLE,FICHAS DISPONÍVEIS DA BATALHA
TID_PLAYAGAIN_QUIT,SAIR
TID_BATTLE_END_WAITING,Esperando os demais
TID_ERROR_REPLAY_WAITING,Replay pendente
TID_ERROR_REPLAY_NOT_POSSIBLE,Replay indisponível
TID_ERROR_SPECTATE_WAITING,Solicitação para assistir pendente
TID_ERROR_SPECTATE_NOT_POSSIBLE,O jogador não está em batalha agora
TID_BRAWL_TV_STARTING,Carregando BrawlTV...
TID_ERROR_BRAWL_TV_WAITING,BrawlTV em espera
TID_BRAWL_TV_QUIT,BrawlTV nº <NUM>
TID_ERROR_BRAWL_TV_TUNE_FAILED,Nada na BrawlTV nº <NUM> - alternar
TID_BRAWL_TV_BATTLE_END_RETURN_HOME,Próximo em <NUM>s
TID_BRAWL_TV_BATTLE_END_RETURN_HOME_SOON,Reprodução automática
TID_FIRST_WIN_INFO_SURVIVAL,Ganhe uma <cff8E1b>ficha estrela</c> na primeira vez que terminar entre os quatro melhores contra outros jogadores.
TID_TEAM_POPOVER_YOUR_ROOM,Esta é sua equipe
TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM,A equipe não está em batalha agora
TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM,Impossível participar. Você já está nesta equipe.
TID_TEAM_AD_JOIN_FAIL_FULL,Não é possível entrar. Equipe lotada.
TID_HOMESCREEN_NOT_ENOUGH_TICKETS,Ingressos insuficientes. Impossível iniciar a partida.
TID_HOMESCREEN_TEAMS_NOT_SUPPORTED,Este evento não permite que se jogue em equipe.
TID_GAME_MODE_UNLOCKED,DESBLOQUEADO
TID_ERROR_SPECTATE_DISABLED,A opção de assistir está indisponível no momento por motivos técnicos.
TID_SPECTATE_FOLLOW,Segure para seguir:
TID_SPECTATE_FOLLOWING,Seguindo:
TID_FIRST_WIN_INFO_TICKETED_EVENT,Ganhe uma <cff8E1b>ficha estrela</c> pela sua primeira batalha.
TID_FIRST_WIN_INFO_TEAM_SURVIVAL,Ganhe uma <cff8E1b>ficha estrela</c> na primeira vez que terminar entre os dois melhores contra outros jogadores.
TID_FIRST_WIN_INFO_SURVIVAL_COMBINED,Encare outros jogadores e termine entre os quatro melhores no modo sozinho ou entre os dois melhores no modo duplas para ganhar uma <cff8E1b>ficha estrela</c>.
TID_CONNECTING_WAIT_FOR_SPECTATE,Aguardando para assistir...
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS,ASSISTA AO ANÚNCIO\nE DUPLIQUE UMA RECOMPENSA!\n<VIEWCOUNTREM> visualizações restantes hoje.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW,ASSISTA AO ANÚNCIO\nE DUPLIQUE UMA RECOMPENSA!\n<VIEWCOUNTREM> visualizações restantes hoje.
TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS_CHOISELESS,GANHE MAIS RECOMPENSAS!\n<VIEWCOUNTREM> visualizações restantes hoje.
TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW_CHOISELESS,GANHE MAIS RECOMPENSAS!\n<VIEWCOUNTREM> visualizações restantes hoje.
TID_CANNON_DAMAGE,Dano do canhão
TID_CANNON_HEALTH,Saúde do canhão
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER,Este jogador tem muitos pedidos de amizade pendentes. Tente de novo mais tarde.
TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU,Você já enviou muitos pedidos de amizade. Remova um e tente de novo.
TID_ADD_FRIEND_ERROR_GENERIC,Não foi possível enviar o pedido de amizade. Tente de novo mais tarde.
TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST,O jogador que você tentou adicionar não existe.
TID_ADD_FRIEND_ERROR_OWN_AVATAR,Não é possível adicionar a si mesmo como amigo!
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER,Seu amigo tem muitos amigos. Tente de novo mais tarde.
TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU,Você tem amigos demais. Remova alguns se quiser adicionar outros.
TID_HINT_26,Penny inflige um grande dano com seu ataque pulverizador se os alvos estiverem alinhados.
TID_HINT_27,Montar uma equipe antes da partida permite que vocês se planejem e escolham uma boa combinação de Brawlers.
TID_HINT_28,"Tente jogar em partidas amistosas em eventos de treino, monte competições amistosas e muito mais!"
TID_HINT_29,"Após boas partidas com novos aliados, você pode escolher a opção Jogar Novamente para iniciar outra partida com eles."
TID_HINT_30,Partidas amistosas permitem que você escolha quaisquer eventos e mapas. Os Brawlers também serão melhorados ao máximo!
TID_HINT_31,"Frank precisa parar para realizar seu ataque regular e o Super, possibilitando a fuga dos adversários."
TID_EXPERIENCE,EXPERIÊNCIA
TID_HINT_32,"Eventos restritos não consomem a barra de fichas, mas é preciso ter ingressos para jogar."
TID_HINT_33,Você pode enviar pedidos de amizade acessando a lista de integrantes do clube.
TID_HINT_34,Você pode enviar uma solicitação de amizade aos seus colegas de equipe.
TID_HINT_35,"Após algumas partidas com outro jogador, você pode lhe enviar um pedido de amizade na lista de sugestões de amizade."
TID_HINT_36,Você pode enviar uma solicitação de amizade aos seus colegas de equipe.
TID_HINT_37,Você pode usar o botão de anunciar para divulgar a sua equipe aos seus amigos e colegas de clube.
TID_COOP_GENERATED,Arena caótica
TID_MECHANIC_KNIGHT_SKIN,JESSIE AMAZONA
TID_FRANK_CAVEMAN_SKIN,FRANK DAS CAVERNAS
TID_SOLO,SOZINHO
TID_DUO,DUPLO
TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL,A lista de amigos está cheia.
TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY,Há muitos convites ativos. Tente novamente mais tarde.
TID_INVITE_FRIEND_TOKEN_ERROR,Erro ao convidar amigos
TID_GOLDRUSH_9,Transação sigilosa
TID_TEAM_JOIN_FINISH_TUTORIAL,Conclua o tutorial para entrar no clube.
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE,Falha no login
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED,A versão beta de Brawl Stars não está disponível no seu país. Confira de novo mais tarde!
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON,OK
TID_CROW_PHEONIX_SKIN,CORVO FÊNIX
TID_MECHANIC_SUMMER_SKIN,JESSIE TROPICAL
TID_HERO_SCREEN_DIM_COLOR_MUL,222222
TID_FREE_BOX_AVAILABLE_0,A sua recompensa grátis está disponível!
TID_FREE_BOX_AVAILABLE_1,Resgate a sua recompensa grátis agora!
TID_FREE_BOX_AVAILABLE_2,Resgate a sua recompensa grátis antes que ela desapareça!
TID_FREE_BOX_AVAILABLE_3,Recompensas grátis estão disponíveis!
TID_FREE_BOX_AVAILABLE_4,Obtenha a sua recompensa grátis já!
TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP,COLT\nROQUEIRO
TID_ROCKET_BEACH_SKIN_SHOP,BROCK\nPRAIANO
TID_CACTUS_PINK_SKIN_SHOP_OLD,SPIKE\nROSA
TID_SHAMAN_PANDA_SKIN_SHOP,NITA\nPANDA
TID_CROW_WHITE_SKIN_SHOP,CORVO\nBRANCO
TID_BULL_HAIR_SKIN_SHOP,BULL\nVIKING
TID_TRICKSHOT_GOLD_SKIN_SHOP_OLD,RICOCHET\nMEDALHISTA DE OURO
TID_BARKEEP_GOLD_SKIN_SHOP,BARLEY\nDOURADO
TID_LUCHADOR_RUDO_SKIN_SHOP,PRIMO\nEL RUDO
TID_SHOTGUN_BANDITA_SKIN_SHOP,SHELLY\nBANDIDA
TID_LUCHADOR_KING_SKIN_SHOP,EL REY\nPRIMO
TID_MECHANIC_KNIGHT_SKIN_SHOP,JESSIE\nAMAZONA
TID_FRANK_CAVEMAN_SKIN_SHOP,FRANK\nDAS CAVERNAS
TID_MECHANIC_SUMMER_SKIN_SHOP,JESSIE\nTROPICAL
TID_CROW_PHEONIX_SKIN_SHOP,CORVO\nFÊNIX
TID_GOLDRUSH_10,Câmara do ruído
TID_BANKHEIST_5,Cercado irado
TID_BATTLE_ROYALE_D7,Comprador compulsivo
TID_BATTLE_ROYALE_8,Invasão da ilha
TID_BATTLE_ROYALE_6,Caverna convulsiva
TID_CLAN_CHAT_JUMP_TO_NEW,<count> mensagens novas!
TID_CLAN_CHAT_NEW,NOVO
TID_BANKHEIST_6,Atacar!
TID_GOLDRUSH_11,Mina inundada
TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID,Você pode baixar Brawl Stars Beta (disponível apenas em alguns países) na loja da Google Play. Versão indisponível para dispositivos com as configurações de fábrica alteradas. Confira de novo no futuro!
